Date,AAL,ABBV,ABT,ACN,ADI,ADM,AFL,AMGN,AMT,APH,APTV,AVB,BA,BAX,BDX,BKNG,BLK,BMY,BXP,CAH,CB,CCL,CI,CL,CMI,CMS,COF,COST,CSCO,CSX,CVS,CVX,D,DE,DHR,DIS,DLTR,DOV,DVN,EMN,EQR,ESS,ETN,F,FAST,FIS,FISV,FMC,GD,GILD,GIS,GLW,GM,GPC,GS,HAL,HAS,HD,HON,INTC,ITW,IVZ,JCI,JNJ,KEY,KMI,KO,LH,LHX,LLY,LMT,LOW,LUV,MA,MAS,MCD,MCHP,MCK,MMM,MO,MRK,MRSH,MS,NEE,NOC,NOV,NSC,NWS,ORLY,PCAR,PCG,PEP,PFE,PFG,PG,PGR,PH,PM,PNC,PNR,PPG,PRGO,RCL,ROK,ROP,ROST,RTX,SHW,SLB,STX,SWK,SWKS,SYK,TEL,TGT,TJX,TMO,TROW,TRV,TSN,TXN,UNH,UNP,USB,V,VLO,VNO,WAT,WDC,WEC,WFC,XEL,XOM
2015-01-02,51.07992172241211,41.11924362182617,35.75419616699219,72.75341033935547,44.095252990722656,37.13682174682617,23.30696678161621,114.76862335205078,75.03495788574219,12.044204711914062,57.221500396728516,112.88995361328125,113.65721893310547,33.139034271240234,89.51934051513672,44.73219680786133,268.20404052734375,40.427894592285156,83.16332244873047,59.23790740966797,92.72667694091797,38.50103759765625,92.8743667602539,52.44327926635742,107.8709716796875,24.886194229125977,67.02425384521484,113.81515502929688,19.530847549438477,10.002803802490234,68.4349594116211,68.89833068847656,47.5161018371582,72.26445770263672,34.86060333251953,84.71680450439453,70.3499984741211,47.58835220336914,41.001441955566406,52.790462493896484,41.611114501953125,144.95347595214844,51.909095764160156,8.33191204071045,8.74625015258789,50.69218444824219,35.310001373291016,38.28007888793945,107.5176773071289,65.138427734375,34.5294303894043,17.152151107788086,26.777450561523438,76.12932586669922,154.87261962890625,31.690916061401367,37.79865264892578,78.7803726196289,74.39363861083984,27.896465301513672,72.3001937866211,23.739492416381836,31.475492477416992,76.11090087890625,8.832515716552734,24.033784866333008,29.39026641845703,90.9625244140625,57.17222213745117,57.28237533569336,141.95640563964844,54.64337921142578,37.37459945678711,79.71469116210938,18.472440719604492,69.8044662475586,17.73703384399414,190.36224365234375,95.18693542480469,23.35740852355957,38.20956802368164,46.61539077758789,28.405534744262695,19.752506256103516,121.46685028076172,54.68586730957031,84.87748718261719,13.151535034179688,12.807332992553711,29.93046760559082,47.933692932128906,66.58292388916016,18.08252716064453,34.066322326660156,65.55574798583984,19.377477645874023,107.15240478515625,46.13542556762695,62.85210037231445,36.898319244384766,93.20613098144531,127.59620666503906,71.92279815673828,88.78599548339844,145.69943237304688,41.9109001159668,55.354496002197266,78.54899597167969,62.2084846496582,39.55216979980469,71.05257415771484,57.7775993347168,82.3322525024414,51.321937561035156,53.3674430847168,29.01453399658203,123.67456817626953,55.259098052978516,82.12808227539062,30.53496742248535,39.102760314941406,83.35270690917969,91.70443725585938,29.92150115966797,61.08810806274414,32.47306442260742,56.71480178833008,113.87999725341797,69.79064178466797,36.52898406982422,39.736122131347656,25.16204833984375,57.145538330078125
2015-01-05,51.051490783691406,40.345394134521484,35.76217269897461,71.5250244140625,43.29340362548828,35.85179901123047,22.696441650390625,113.40482330322266,73.95088958740234,11.824152946472168,54.72265625,113.6524887084961,112.87005615234375,32.316349029541016,90.06981658935547,42.9900016784668,261.2645568847656,39.796119689941406,83.9172592163086,58.899452209472656,91.21150970458984,38.31532287597656,91.27572631835938,52.055885314941406,104.21680450439453,24.680822372436523,65.48048400878906,112.52117156982422,19.141788482666016,9.732159614562988,67.758544921875,66.14436340332031,46.9397087097168,70.71839141845703,34.51492691040039,83.47881317138672,69.62000274658203,45.92889404296875,39.48136901855469,50.968196868896484,41.97954559326172,145.5323486328125,49.7618408203125,8.006446838378906,8.596787452697754,49.814964294433594,34.90999984741211,37.44017028808594,105.2733154296875,66.42867279052734,33.9052848815918,16.913618087768555,26.385478973388672,75.643310546875,150.0370330810547,31.06496238708496,37.9086799621582,77.12751007080078,72.97599029541016,27.58190155029297,70.51327514648438,23.048057556152344,30.999143600463867,75.57930755615234,8.56486701965332,23.382551193237305,29.39026641845703,91.75444793701172,55.63157653808594,56.718196868896484,139.0043182373047,53.3358154296875,36.45534133911133,77.47245788574219,18.154836654663086,69.03351593017578,17.34173011779785,191.92410278320312,93.04022216796875,23.223854064941406,38.77747344970703,46.28809356689453,27.51763153076172,19.543298721313477,118.90420532226562,52.189151763916016,82.73124694824219,12.853035926818848,12.58133316040039,28.92471694946289,48.742469787597656,66.08236694335938,17.984413146972656,32.94854736328125,65.24405670166016,19.16248893737793,102.55635070800781,45.7880859375,60.92819595336914,35.393150329589844,90.80079650878906,126.2791748046875,70.8476333618164,85.8035659790039,141.4293975830078,41.87959671020508,54.430660247802734,78.31553649902344,60.52382278442383,39.342491149902344,69.5356216430664,56.83982467651367,81.06208038330078,50.32264709472656,52.411041259765625,28.690065383911133,121.97566986083984,53.98971176147461,81.13886260986328,29.831787109375,38.495880126953125,81.97976684570312,88.60406494140625,29.200654983520508,59.73965835571289,31.137752532958984,56.85734558105469,113.0199966430664,68.86793518066406,36.08259963989258,38.646461486816406,24.87643051147461,55.58193588256836
2015-01-06,50.255584716796875,40.145713806152344,35.356040954589844,71.00910949707031,42.27715301513672,35.145050048828125,22.494203567504883,109.75121307373047,73.75515747070312,11.673713684082031,54.37580490112305,115.1979751586914,111.5406494140625,32.14455795288086,89.89700317382812,42.29985809326172,257.20465087890625,39.72816848754883,85.54556274414062,58.26669692993164,90.40933227539062,38.686737060546875,91.6369857788086,51.50897979736328,104.7988052368164,24.723310470581055,64.26168060302734,114.008056640625,19.134719848632812,9.34432315826416,67.80892944335938,66.11376953125,46.7005729675293,70.1294174194336,34.27906036376953,83.03601837158203,68.66999816894531,45.71074295043945,38.674278259277344,50.754207611083984,42.2176513671875,147.62722778320312,49.20399856567383,7.930506706237793,8.449172019958496,49.749977111816406,34.94499969482422,37.68206787109375,105.3976058959961,67.01891326904297,33.820762634277344,16.622905731201172,26.78513526916504,72.54155731201172,147.0019073486328,30.760032653808594,37.41359329223633,76.89140319824219,72.80525207519531,27.06785011291504,69.54345703125,22.56890296936035,30.659921646118164,75.20793914794922,8.303585052490234,22.922195434570312,29.613435745239258,90.2930908203125,54.513999938964844,57.004364013671875,138.3507843017578,53.456886291503906,35.4222526550293,77.30498504638672,18.13267707824707,69.16075134277344,17.005733489990234,191.48312377929688,92.04808044433594,23.36216926574707,40.300777435302734,45.666236877441406,26.725114822387695,19.61920166015625,119.55938720703125,51.54618835449219,80.09510803222656,12.703786849975586,12.538666725158691,28.964242935180664,48.67058181762695,65.58179473876953,18.134477615356445,32.481685638427734,64.94686889648438,18.926000595092773,101.05477142333984,46.180999755859375,59.35029983520508,35.08881378173828,90.57733154296875,126.04180908203125,71.05574798583984,84.82008361816406,139.4573211669922,41.960086822509766,53.6607666015625,78.07909393310547,59.34022521972656,38.25811767578125,68.84004211425781,55.02742004394531,80.94819641113281,49.71332550048828,52.4039421081543,28.54918098449707,120.83661651611328,53.03608703613281,80.41450500488281,30.007577896118164,37.85976028442383,81.81436920166016,86.77167510986328,28.81354331970215,59.35470962524414,30.757156372070312,57.318206787109375,112.52999877929688,67.33219909667969,36.17872619628906,37.840118408203125,25.008785247802734,55.286476135253906
2015-01-07,50.2271614074707,41.76823806762695,35.64271545410156,72.49955749511719,42.72174835205078,35.67334747314453,22.635387420654297,113.58427429199219,74.53055572509766,11.873552322387695,54.809364318847656,116.53243255615234,113.27238464355469,32.298248291015625,92.00281524658203,41.892906188964844,262.6479187011719,40.244476318359375,86.50225830078125,60.35630416870117,91.69763946533203,38.83024597167969,93.78656005859375,51.919151306152344,105.2998275756836,25.126985549926758,64.99298858642578,115.99322509765625,19.31155776977539,9.467090606689453,69.0322494506836,66.05870056152344,46.890647888183594,69.82674407958984,34.486454010009766,83.88545989990234,70.83000183105469,46.087581634521484,38.855865478515625,50.429786682128906,42.84114074707031,149.85304260253906,49.34918212890625,8.158331871032715,8.393815994262695,50.57036209106445,35.41999816894531,37.964271545410156,104.9937515258789,68.27484893798828,34.53592300415039,16.861434936523438,27.54603385925293,73.64932250976562,149.19265747070312,31.58660316467285,37.59237289428711,79.52681732177734,73.332275390625,27.635601043701172,70.2994613647461,22.866090774536133,31.150707244873047,76.86823272705078,8.367311477661133,23.225358963012695,29.983083724975586,91.87689971923828,54.65768814086914,56.60371780395508,140.13525390625,55.04692840576172,35.719932556152344,78.50751495361328,18.406967163085938,70.36583709716797,17.100595474243164,197.29869079589844,92.7153091430664,23.791452407836914,41.16264343261719,46.271724700927734,27.106689453125,19.79878807067871,123.34120178222656,51.596282958984375,80.09510803222656,12.651108741760254,12.652667045593262,29.350727081298828,49.057003021240234,67.49945831298828,18.38265609741211,33.04059982299805,65.28755187988281,19.320146560668945,101.84288787841797,46.528343200683594,60.035438537597656,35.35443115234375,90.97957611083984,128.14759826660156,72.1308822631836,84.96398162841797,140.88291931152344,42.778358459472656,54.24299621582031,79.41099548339844,59.33294677734375,38.50374221801758,70.02400207519531,55.93361282348633,82.48116302490234,51.20821762084961,54.38759994506836,29.13408660888672,124.45646667480469,53.81573486328125,81.78536987304688,30.37446403503418,38.53974914550781,82.64968872070312,87.25102233886719,29.067174911499023,60.14997100830078,30.518476486206055,58.529747009277344,115.93000030517578,68.34337615966797,36.625125885009766,38.06532669067383,25.224742889404297,55.84665298461914
2015-01-08,50.84303665161133,42.20508575439453,36.375308990478516,73.60511779785156,43.475990295410156,35.15220260620117,22.856704711914062,113.17507934570312,75.22315979003906,12.10482406616211,56.15732192993164,117.6149673461914,115.27527618408203,33.134525299072266,93.67977905273438,42.413063049316406,265.71551513671875,41.24990463256836,86.85075378417969,62.21784210205078,93.1804428100586,39.40426254272461,98.56441497802734,52.6255989074707,107.42892456054688,25.261539459228516,65.6267318725586,116.98983001708984,19.460107803344727,9.617758750915527,70.500244140625,67.57032012939453,47.44253158569336,70.75110626220703,35.01919937133789,84.75294494628906,71.11000061035156,47.026390075683594,40.23468780517578,51.98976516723633,43.32294845581055,150.8177947998047,51.1143913269043,8.364459991455078,8.58387279510498,51.28512191772461,36.13999938964844,38.904991149902344,107.52543640136719,70.21028137207031,35.09941101074219,17.405597686767578,27.822723388671875,73.80654907226562,151.5746307373047,32.26873016357422,37.819297790527344,81.2862777709961,74.66828918457031,28.149641036987305,71.99472045898438,23.266403198242188,31.74976348876953,77.4726333618164,8.539373397827148,23.7699031829834,30.345775604248047,94.3505630493164,55.91096496582031,57.94463348388672,143.2929229736328,56.20925521850586,36.66545486450195,79.72864532470703,19.140872955322266,70.6278076171875,17.64611053466797,199.54965209960938,94.93746948242188,24.192113876342773,41.991111755371094,47.049072265625,27.510290145874023,19.919132232666016,126.20244598388672,53.13272476196289,80.86494445800781,12.94083023071289,12.88266658782959,29.73720359802246,49.677066802978516,68.72623443603516,18.7578067779541,34.01372146606445,66.03414154052734,19.707120895385742,105.0617904663086,47.2287712097168,61.191162109375,36.27300262451172,93.40116882324219,131.0727081298828,73.27542114257812,87.4666976928711,141.8334503173828,43.346229553222656,55.16685485839844,81.58395385742188,60.051815032958984,39.198692321777344,71.35594940185547,58.47104263305664,83.88269805908203,52.240020751953125,54.642662048339844,29.28777503967285,125.75000762939453,54.45364761352539,83.48339080810547,31.49038314819336,39.168556213378906,86.59486389160156,90.521484375,29.28076171875,60.95671844482422,32.26662826538086,58.72932052612305,118.08999633789062,69.759033203125,37.03032684326172,38.90797424316406,25.517316818237305,56.77619552612305
2015-01-09,49.289127349853516,41.05057907104492,35.99309539794922,73.5232162475586,43.444236755371094,34.85236358642578,22.372093200683594,111.78258514404297,74.83919525146484,12.035218238830566,55.305992126464844,117.9758529663086,115.0478744506836,32.71864700317383,92.57247924804688,41.20316696166992,262.5652160644531,40.97816848754883,87.28790283203125,61.68805694580078,91.85968017578125,39.0834846496582,97.5438003540039,52.10905456542969,105.79341125488281,24.9853458404541,64.48921203613281,115.18952178955078,19.658174514770508,9.598230361938477,70.4642562866211,66.22393798828125,46.90904235839844,70.06397247314453,34.783329010009766,85.16862487792969,69.45999908447266,46.041290283203125,40.63151168823242,51.38234329223633,43.64604949951172,152.0306396484375,50.48013687133789,8.250544548034668,8.486075401306152,51.11455535888672,36.03499984741211,38.6630859375,107.92147064208984,70.14850616455078,34.74559783935547,17.375778198242188,27.3538875579834,72.44862365722656,149.24847412109375,31.9396915435791,36.59532165527344,79.89241027832031,73.42876434326172,28.203351974487305,71.45252990722656,22.83577537536621,31.55489158630371,76.41676330566406,8.297212600708008,23.47237205505371,30.010976791381836,94.70161437988281,55.831138610839844,57.176055908203125,143.2120819091797,55.151878356933594,35.711185455322266,78.71260070800781,18.814693450927734,69.76702880859375,17.59867286682129,199.06271362304688,93.7712631225586,24.134870529174805,41.79735565185547,46.40265655517578,27.06266975402832,19.74324607849121,126.67520141601562,51.67143249511719,80.227294921875,13.063741683959961,12.52066707611084,28.64802360534668,50.17131805419922,68.26090240478516,18.844385147094727,33.5929069519043,65.41805267333984,19.291481018066406,104.4063949584961,47.103477478027344,60.04928970336914,36.035057067871094,92.21880340576172,129.98538208007812,72.76384735107422,85.96347045898438,141.05067443847656,42.56819152832031,54.86370086669922,82.1346664428711,58.9771614074707,39.80377960205078,70.00919342041016,58.37651824951172,82.86658477783203,51.93129348754883,54.14673614501953,28.92488670349121,125.24803161621094,54.04125213623047,82.43186950683594,30.8406982421875,39.19048309326172,85.7843017578125,88.89785766601562,28.67337989807129,60.05315399169922,31.38288688659668,58.72453689575195,116.5199966430664,70.92190551757812,36.82429885864258,38.26870346069336,25.20384407043457,56.696163177490234
2015-01-12,46.97722625732422,41.03810501098633,36.29569625854492,73.30210876464844,43.0075798034668,34.416866302490234,22.242355346679688,112.13431549072266,74.51549530029297,11.889267921447754,54.30486297607422,118.99711608886719,114.46186065673828,32.872337341308594,91.88761138916016,40.733924865722656,260.8360595703125,42.24174499511719,87.6490249633789,60.93021774291992,90.7496337890625,39.075042724609375,95.9000244140625,51.85078430175781,105.02720642089844,24.907445907592773,64.23731994628906,114.54656219482422,19.842100143432617,9.461507797241211,69.94617462158203,64.79798126220703,46.90904235839844,69.90036010742188,34.35224914550781,85.35839080810547,69.43000030517578,45.44627380371094,39.770591735839844,50.09846496582031,44.15050506591797,153.0092010498047,50.036930084228516,8.255971908569336,8.425186157226562,50.95209884643555,35.98500061035156,39.778507232666016,107.09054565429688,69.46222686767578,34.49661636352539,17.353418350219727,27.54603385925293,69.69708251953125,147.43212890625,30.928543090820312,36.17586898803711,79.5344009399414,73.0724868774414,28.080596923828125,71.12418365478516,22.70233726501465,31.230098724365234,76.15459442138672,8.195249557495117,23.360095977783203,29.73897933959961,94.57098388671875,54.98497009277344,56.75907897949219,142.80828857421875,54.764461517333984,35.238407135009766,77.70584106445312,18.673843383789062,69.6173324584961,17.404972076416016,197.21597290039062,93.26069641113281,24.287504196166992,41.6236457824707,45.903533935546875,26.68842124938965,19.693260192871094,126.03659057617188,48.932559967041016,79.29418182373047,12.923272132873535,12.371999740600586,28.911527633666992,49.811859130859375,67.97889709472656,18.91364288330078,33.027435302734375,65.17880249023438,19.0191650390625,104.35661315917969,47.2913932800293,59.62713623046875,35.7639045715332,91.9262466430664,129.65614318847656,72.19158935546875,84.756103515625,139.00062561035156,42.84989929199219,55.070613861083984,81.1409683227539,56.6752815246582,38.96504592895508,69.56523895263672,56.98958206176758,82.3584976196289,51.15134811401367,54.288421630859375,28.775455474853516,124.04145050048828,53.43558120727539,81.94115447998047,29.885278701782227,38.83952331542969,84.8166275024414,88.116943359375,28.406408309936523,59.935577392578125,30.557180404663086,59.10940170288086,116.45999908447266,69.72112274169922,36.71440887451172,37.81106185913086,24.980911254882812,55.6065788269043
2015-01-13,47.75417709350586,39.85607147216797,35.71131134033203,73.56417083740234,42.51532745361328,34.466861724853516,22.131698608398438,111.35907745361328,73.68738555908203,11.862325668334961,53.3274040222168,118.87454986572266,114.72425079345703,32.53330993652344,90.70989227294922,40.64932632446289,261.6254577636719,42.88033676147461,87.45896911621094,60.70212936401367,90.88740539550781,38.79648208618164,96.48709106445312,52.20781326293945,104.12841033935547,25.27570152282715,63.69292449951172,113.397216796875,19.877470016479492,9.361064910888672,69.97492980957031,63.769813537597656,46.87226104736328,70.26030731201172,34.30345153808594,86.01806640625,68.0,45.717342376708984,39.60917282104492,49.51866149902344,43.69706726074219,153.2847900390625,50.021636962890625,8.250544548034668,8.465777397155762,51.06582260131836,36.11000061035156,39.93303680419922,107.00509643554688,66.7169418334961,34.535926818847656,17.256513595581055,27.092571258544922,69.38257598876953,147.320556640625,30.7279052734375,35.69453430175781,79.00885009765625,73.59203338623047,28.003875732421875,71.04016876220703,22.641687393188477,31.295053482055664,76.28568267822266,8.093286514282227,22.955869674682617,29.732017517089844,94.58731079101562,54.62575912475586,56.726375579833984,142.7201385498047,54.77254104614258,35.43975830078125,77.8829574584961,18.347658157348633,69.48262023925781,17.381261825561523,197.206787109375,93.19107055664062,24.47829246520996,41.5501594543457,45.99354934692383,26.438932418823242,19.77101707458496,126.06144714355469,48.4064826965332,78.92089080810547,12.90571403503418,12.183333396911621,28.705116271972656,50.78239440917969,67.9295425415039,18.72318458557129,32.5342903137207,65.45426177978516,18.990495681762695,103.01261138916016,47.31985855102539,58.819862365722656,35.968666076660156,92.2269515991211,125.42150115966797,72.20024871826172,83.54073333740234,138.68382263183594,42.41616439819336,55.0176887512207,80.5543212890625,56.47922134399414,38.79131317138672,69.16561889648438,57.39933395385742,82.53370666503906,50.87510681152344,53.80668640136719,28.672988891601562,123.88697814941406,53.519351959228516,82.06578063964844,29.6942138671875,38.598243713378906,85.24671173095703,86.46239471435547,28.09938621520996,60.11076354980469,29.64118766784668,58.985862731933594,116.0199966430664,69.12704467773438,36.89296340942383,37.665767669677734,25.182947158813477,55.40341567993164
2015-01-14,46.8161506652832,40.05097961425781,35.44712829589844,72.70428466796875,42.48357009887695,33.87432098388672,21.95998191833496,111.3734359741211,73.22062683105469,11.776999473571777,52.92536926269531,120.40643310546875,114.0333023071289,32.424827575683594,90.1274185180664,40.56511306762695,259.9488220214844,42.764854431152344,88.4853515625,60.29743194580078,89.007568359375,38.39128112792969,97.03801727294922,51.995113372802734,104.90934753417969,25.4740047454834,62.36043167114258,111.96659088134766,19.750139236450195,9.388968467712402,70.03971862792969,63.58622741699219,46.87839889526367,70.74295806884766,33.762577056884766,85.15056610107422,67.37000274658203,45.472721099853516,39.34684753417969,48.856021881103516,44.25822830200195,155.35208129882812,49.08937454223633,8.196304321289062,8.290484428405762,50.537864685058594,35.89500045776367,39.59035873413086,107.14552307128906,68.12389373779297,34.67353057861328,17.331058502197266,26.362415313720703,68.09613037109375,143.57644653320312,30.768033981323242,35.893943786621094,78.17862701416016,73.2506103515625,27.888784408569336,70.89508819580078,22.16859245300293,30.934179306030273,75.73222351074219,7.914853096008301,23.141143798828125,29.683181762695312,93.68113708496094,54.617774963378906,57.03707504272461,141.8976593017578,54.39316940307617,34.52925491333008,77.79908752441406,18.125263214111328,68.51705932617188,17.792369842529297,196.17782592773438,92.738525390625,24.673860549926758,41.85081100463867,45.797157287597656,25.837209701538086,19.893211364746094,126.1526870727539,48.256195068359375,78.59432220458984,12.844256401062012,12.163999557495117,28.43721580505371,51.806854248046875,68.1551284790039,18.74626922607422,31.738697052001953,65.22956085205078,18.653690338134766,101.51934814453125,47.5020866394043,57.76203155517578,36.14020538330078,92.21880340576172,124.57919311523438,71.04708099365234,83.85258483886719,137.9477081298828,41.419029235839844,54.62311553955078,80.57827758789062,56.92216110229492,38.69545364379883,69.25444030761719,56.42219161987305,81.68399810791016,51.102603912353516,52.65898895263672,28.275938034057617,121.82122802734375,52.68815612792969,80.82730865478516,30.458547592163086,38.53974914550781,85.46176147460938,86.0990219116211,27.592124938964844,58.907535552978516,28.93805503845215,59.2376823425293,114.4000015258789,68.74152374267578,37.33250045776367,37.22990417480469,25.405866622924805,55.24336242675781
2015-01-15,46.8161506652832,39.54169845581055,35.18296813964844,72.2047348022461,41.86429214477539,33.70298767089844,21.887481689453125,109.04779052734375,72.48287200927734,11.660240173339844,52.92536926269531,120.8489990234375,113.82339477539062,32.31181716918945,90.03782653808594,39.09944152832031,257.46783447265625,41.86811447143555,88.68179321289062,59.488075256347656,88.98326873779297,38.129608154296875,96.51419830322266,51.8963623046875,104.26100158691406,25.622724533081055,62.52293395996094,111.96659088134766,19.389375686645508,9.517314910888672,69.92456817626953,62.83347702026367,47.31988525390625,71.33191680908203,33.35995864868164,85.25899505615234,66.41000366210938,45.34709930419922,38.916385650634766,48.17957305908203,44.513282775878906,156.6132049560547,48.95946502685547,8.060690879821777,8.117034912109375,50.60283279418945,35.86000061035156,39.05952453613281,107.4263687133789,66.84733581542969,35.02077865600586,17.15961265563965,25.69375228881836,67.95320892333984,142.19029235839844,29.95751190185547,35.728912353515625,76.93708801269531,72.077880859375,27.766033172607422,70.38346862792969,21.792552947998047,30.782621383666992,74.63265991210938,7.749162673950195,22.888513565063477,29.557661056518555,93.81989288330078,53.731689453125,57.02069854736328,141.26617431640625,53.55373001098633,34.05649948120117,76.671142578125,17.61375617980957,68.39730834960938,17.574953079223633,194.12904357910156,92.63408660888672,25.02681541442871,41.343040466308594,45.58441925048828,25.37491798400879,19.817306518554688,126.31856536865234,47.42115783691406,79.19307708740234,12.765240669250488,11.997332572937012,27.82675552368164,51.770912170410156,68.1551284790039,18.700090408325195,31.20608901977539,65.13533782958984,18.825679779052734,99.49510955810547,47.16043472290039,57.35840606689453,35.94652557373047,91.90595245361328,121.37834930419922,70.66555786132812,83.79657745361328,135.9349365234375,40.75278091430664,54.62311553955078,80.9883041381836,55.644161224365234,37.31154251098633,67.87808227539062,56.209442138671875,80.15106964111328,50.65575408935547,53.60832977294922,27.8703556060791,119.82305145263672,52.21131134033203,81.1700439453125,30.64198112487793,38.30577850341797,86.39631652832031,85.66604614257812,27.32514190673828,58.3474235534668,28.428442001342773,59.86482620239258,112.79000091552734,66.16932678222656,37.806358337402344,36.84489440917969,25.628782272338867,54.76321029663086
