Date,A,ABBV,ACN,ADSK,AEE,AEP,AJG,ALL,AMAT,AME,AMGN,AMP,AMT,AON,APD,APH,AVB,AVGO,AXON,AXP,AZO,BDX,BKNG,BKR,BLK,BRK-B,CAH,CARR,CAT,CCI,CCL,CL,CMI,CMS,COR,CSCO,CSX,CTAS,CTSH,CVS,CVX,DASH,DECK,DHR,DOV,ECL,EIX,EL,ELV,EQIX,EQR,FAST,FISV,FTV,GD,GE,GLW,GM,GOOG,GRMN,HAL,HCA,HD,HIG,HUM,IBM,ICE,ITW,JPM,KDP,KLAC,KMI,KO,LEN,LH,LHX,LIN,LMT,MA,MAA,MAR,MCK,MDT,MET,MLM,MMM,MPC,MS,MSFT,MTD,NKE,NVDA,NVR,ORCL,ORLY,OTIS,PAYX,PEP,PFE,PFG,PG,PGR,PH,PM,PPL,PSX,PTC,QCOM,RCL,REGN,RF,RL,ROK,RSG,RTX,SHW,SLB,SNPS,SPGI,SRE,STT,STX,SYK,T,TEL,TFC,TJX,TMUS,TPR,TT,UNH,UNP,UPS,USB,V,VMC,VZ,WAB,WEC,WM,WSM,XOM,ZTS
2025-01-02,131.8096160888672,169.37318420410156,336.9662780761719,293.32000732421875,85.26988983154297,86.85008239746094,271.75726318359375,186.32550048828125,161.84259033203125,176.59201049804688,247.5093536376953,519.8168334960938,171.52464294433594,351.9208679199219,272.5210266113281,68.2448959350586,205.29434204101562,229.05873107910156,596.489990234375,292.8649597167969,3250.0,171.96920776367188,194.62416076660156,40.25404357910156,985.8882446289062,451.1000061035156,116.0222396850586,66.881103515625,352.26519775390625,82.8714370727539,24.61445426940918,86.83360290527344,338.62420654296875,63.07107162475586,222.1262969970703,56.78630447387695,31.452587127685547,179.70887756347656,74.28954315185547,41.43798828125,137.59176635742188,170.64999389648438,204.5399932861328,227.41778564453125,182.71148681640625,227.34815979003906,72.73147583007812,72.19132995605469,355.2409362792969,913.5386962890625,65.72865295410156,34.2523307800293,205.97999572753906,55.70787811279297,252.42759704589844,167.18251037597656,45.68341064453125,50.613670349121094,189.6429443359375,199.63307189941406,26.686519622802734,294.5042724609375,373.69073486328125,106.2685546875,247.3252716064453,210.1200714111328,146.64724731445312,240.91665649414062,231.73416137695312,30.087472915649414,62.9601936340332,26.175771713256836,59.274898529052734,125.90433502197266,224.5045166015625,201.93801879882812,406.01531982421875,462.9548645019531,516.8804931640625,141.29592895507812,270.7382507324219,562.733642578125,76.44755554199219,77.828369140625,506.28118896484375,126.07595825195312,137.20263671875,119.41312408447266,413.672607421875,1220.780029296875,70.87035369873047,138.10374450683594,7989.89013671875,162.82435607910156,79.1806640625,89.65965270996094,129.8668670654297,141.66856384277344,23.596593856811523,73.24955749511719,158.1867218017578,221.53659057617188,620.878173828125,114.9792709350586,30.69096565246582,108.58385467529297,183.00999450683594,148.76792907714844,223.75575256347656,709.3313598632812,21.870521545410156,227.4874725341797,274.5706787109375,196.87176513671875,113.0388412475586,328.6377258300781,36.810394287109375,482.75,463.18145751953125,83.18952178955078,94.00383758544922,84.53765106201172,353.52996826171875,21.091812133789062,137.99053955078125,40.44990921020508,118.9397201538086,213.96224975585938,64.23131561279297,369.42047119140625,485.81109619140625,221.4661865234375,112.41450500488281,44.98390579223633,310.31927490234375,252.70578002929688,35.81977081298828,187.56288146972656,89.369873046875,195.9672088623047,182.820068359375,102.1324234008789,158.00164794921875
2025-01-03,134.04214477539062,171.05331420898438,341.8253173828125,294.05999755859375,85.13574981689453,86.95399475097656,276.1997375488281,185.84014892578125,167.95602416992188,177.81991577148438,249.36129760742188,525.5842895507812,172.97430419921875,350.92950439453125,273.11749267578125,69.32279968261719,207.28041076660156,229.62155151367188,601.0599975585938,298.1275329589844,3268.780029296875,173.4650115966797,193.77699279785156,41.3194694519043,989.2119750976562,453.55999755859375,117.28058624267578,67.7913818359375,356.2013854980469,83.54917907714844,23.994417190551758,86.45001983642578,345.15032958984375,63.14691162109375,226.53440856933594,56.94108581542969,31.628625869750977,183.41973876953125,74.26036071777344,42.89047622680664,138.66091918945312,174.9600067138672,207.25,232.39541625976562,185.06378173828125,228.33267211914062,72.54057312011719,70.41532897949219,360.8050842285156,928.7671508789062,66.50723266601562,34.53170394897461,208.57000732421875,56.823387145996094,254.7099609375,170.52438354492188,46.45604705810547,51.00777816772461,192.12998962402344,202.17056274414062,26.638402938842773,293.4656982421875,374.3833923339844,106.71685028076172,256.9383544921875,212.70909118652344,147.1382293701172,243.09426879882812,234.90118408203125,30.097017288208008,64.97671508789062,26.324764251708984,59.18863296508789,127.3192138671875,225.44898986816406,204.26551818847656,405.3584899902344,462.5420837402344,515.8513793945312,143.69610595703125,271.5569763183594,573.8945922851562,77.14322662353516,78.23760223388672,512.3399047851562,126.24121856689453,138.41476440429688,120.52323150634766,418.38671875,1238.280029296875,70.5240249633789,144.2545623779297,8070.60009765625,163.10874938964844,80.28133392333984,90.29146575927734,130.9639434814453,141.140380859375,23.578859329223633,73.74172973632812,157.37661743164062,222.98190307617188,628.9262084960938,115.85276794433594,30.77680206298828,110.17829895019531,184.5399932861328,152.8250732421875,223.67758178710938,712.2671508789062,22.20901870727539,230.365966796875,276.4279479980469,197.80648803710938,112.90242767333984,331.9718017578125,36.99252700805664,493.7099914550781,466.9859924316406,83.7051010131836,93.73511505126953,87.23847961425781,356.28948974609375,20.94399642944336,139.71737670898438,41.168724060058594,118.52738189697266,213.5529022216797,65.34703063964844,376.6044921875,493.9864196777344,223.76669311523438,112.34190368652344,45.923824310302734,310.8226318359375,254.248291015625,35.864315032958984,189.0318603515625,89.1797103881836,197.05189514160156,187.8401641845703,102.65587615966797,158.68179321289062
2025-01-06,134.77317810058594,169.9961700439453,339.39093017578125,292.510009765625,83.238525390625,85.31976318359375,272.27935791015625,180.46249389648438,175.28421020507812,177.68128967285156,246.85069274902344,520.6505737304688,170.79505920410156,345.46697998046875,272.4729309082031,70.34138488769531,201.23704528808594,233.43295288085938,570.7100219726562,296.9471740722656,3293.4599609375,175.16578674316406,194.0116729736328,41.484134674072266,981.37255859375,451.4100036621094,117.60498809814453,67.2530517578125,356.6028137207031,82.20296478271484,23.748371124267578,83.94715118408203,348.7445373535156,62.01877212524414,226.2181396484375,56.85401153564453,31.296106338500977,182.67953491210938,73.80342864990234,42.93732452392578,138.10757446289062,175.02000427246094,208.47000122070312,235.72044372558594,185.06378173828125,227.7912139892578,71.30429077148438,71.7912368774414,368.660888671875,909.4462890625,64.15274047851562,34.66657638549805,205.6300048828125,57.28755187988281,249.50686645507812,171.01028442382812,47.277587890625,52.74186706542969,196.93499755859375,202.834228515625,26.61915397644043,293.683349609375,374.566162109375,105.88845825195312,258.719970703125,212.72817993164062,143.93702697753906,241.234619140625,233.75596618652344,29.65806007385254,68.26901245117188,25.9150390625,58.28762435913086,126.55088806152344,226.20654296875,198.9482879638672,404.7801208496094,447.3550720214844,506.5210876464844,138.79379272460938,268.9329528808594,576.8662719726562,76.0854263305664,78.02823638916016,513.0341796875,126.64947509765625,136.271728515625,123.10710144042969,422.8339538574219,1252.25,69.26380920410156,149.20713806152344,7988.669921875,162.49090576171875,80.697998046875,89.70826721191406,127.5789794921875,137.9525909423828,23.844884872436523,73.65655517578125,153.059326171875,220.560791015625,632.2006225585938,114.88432312011719,30.26178741455078,109.30516815185547,184.8300018310547,154.7810516357422,223.15977478027344,710.392578125,22.359460830688477,238.68701171875,275.1278381347656,197.7179412841797,111.17776489257812,333.2344970703125,37.15548324584961,501.05999755859375,461.9568786621094,80.6880111694336,94.4645004272461,87.19932556152344,356.1318054199219,20.87932586669922,140.73779296875,41.168724060058594,118.67464447021484,206.99359130859375,66.21806335449219,378.98602294921875,494.631591796875,222.3264617919922,112.72305297851562,45.80162811279297,308.9768981933594,254.49549865722656,35.28528594970703,190.79859924316406,87.591796875,197.1593780517578,195.2679901123047,102.54167175292969,161.19837951660156
2025-01-07,135.74127197265625,169.45814514160156,344.2790222167969,290.82000732421875,84.28296661376953,85.46145629882812,275.5791320800781,180.5886688232422,175.62002563476562,176.948486328125,250.1631622314453,518.70849609375,167.8673095703125,345.43719482421875,275.4454345703125,70.66771697998047,199.77113342285156,225.76077270507812,562.030029296875,297.0848388671875,3259.909912109375,176.2667236328125,189.51918029785156,42.036216735839844,950.383056640625,452.9200134277344,119.34503173828125,66.76364135742188,355.4278259277344,81.20026397705078,23.46295928955078,83.80329895019531,350.6341552734375,62.293704986572266,231.5157928466797,57.00879669189453,31.4819278717041,186.252197265625,73.52146911621094,42.899845123291016,140.2927703857422,170.0,205.10000610351562,236.61106872558594,185.01458740234375,227.85028076171875,71.09114074707031,72.3767318725586,369.7290954589844,909.5140380859375,63.2709846496582,34.83034896850586,203.82000732421875,57.3848762512207,251.11227416992188,170.8714599609375,46.79835891723633,51.214683532714844,195.6914825439453,203.53692626953125,26.705768585205078,304.8502197265625,369.6216125488281,106.24906158447266,261.57843017578125,213.96060180664062,143.799560546875,239.5291290283203,236.0076141357422,29.276363372802734,68.17012023925781,25.89641571044922,58.316383361816406,124.75184631347656,231.3029022216797,197.69203186035156,406.77996826171875,445.3966369628906,505.9966735839844,137.3944549560547,266.13140869140625,581.646728515625,76.11400604248047,78.17098999023438,504.38720703125,129.0601806640625,137.36749267578125,121.42279815673828,417.4181823730469,1254.989990234375,69.35039520263672,139.93099975585938,7897.0,158.90158081054688,79.98133087158203,89.54300689697266,130.57949829101562,137.13206481933594,24.057706832885742,74.11087799072266,153.72645568847656,223.03717041015625,626.5098266601562,115.26409912109375,30.5192928314209,109.32414245605469,183.08999633789062,155.42977905273438,220.15057373046875,724.3175048828125,22.42527961730957,238.25473022460938,274.981201171875,199.78414916992188,111.85983276367188,329.86090087890625,37.740230560302734,487.6199951171875,459.3021240234375,80.42068481445312,93.78309631347656,87.67881774902344,350.04119873046875,20.50977897644043,141.0517578125,41.04737091064453,117.9481430053711,206.95460510253906,65.92444610595703,375.4681091308594,495.19012451171875,222.8387451171875,113.42185974121094,45.7734375,307.62469482421875,249.156005859375,34.670616149902344,187.7316131591797,88.60919952392578,198.75221252441406,190.44281005859375,103.50293731689453,158.856689453125
2025-01-08,135.33624267578125,168.4859161376953,345.573486328125,296.3699951171875,85.50946044921875,87.1523666381836,281.2233581542969,186.17990112304688,174.80027770996094,176.71083068847656,252.21554565429688,524.6917114257812,169.78126525878906,349.4126892089844,274.40655517578125,71.03362274169922,200.8492889404297,226.42234802246094,577.3400268554688,297.90130615234375,3303.35009765625,177.99790954589844,192.53500366210938,42.07495880126953,955.5576782226562,451.8399963378906,120.45590209960938,66.9985580444336,353.5380859375,81.23741149902344,23.79758071899414,83.87042236328125,350.41009521484375,62.85303497314453,235.06405639648438,57.269996643066406,31.491708755493164,190.1308135986328,73.91034698486328,43.11537551879883,140.95864868164062,173.72000122070312,207.52000427246094,235.61160278320312,184.26658630371094,230.9317169189453,63.85157775878906,71.87906646728516,372.1470031738281,920.12744140625,63.33664321899414,35.13380432128906,205.22999572753906,57.459747314453125,252.87240600585938,171.44662475585938,46.680992126464844,50.24911880493164,194.37826538085938,206.3086395263672,26.012863159179688,307.8570861816406,372.4787292480469,106.63888549804688,262.47900390625,213.21539306640625,143.9272003173828,238.58486938476562,235.96881103515625,29.696229934692383,67.86353302001953,26.343387603759766,59.15029525756836,125.12663269042969,230.52565002441406,201.7335205078125,411.7403259277344,450.0910339355469,510.94384765625,138.39529418945312,269.8306579589844,586.6359252929688,78.79185485839844,78.81813049316406,512.9151611328125,130.77099609375,138.01719665527344,122.36064910888672,419.5825500488281,1246.510009765625,68.58080291748047,139.9010467529297,8005.9501953125,159.99012756347656,80.3826675415039,89.22223663330078,131.50782775878906,138.20721435546875,23.81828498840332,74.13926696777344,154.4888916015625,224.24310302734375,632.6937866210938,115.70085144042969,30.681425094604492,110.33016204833984,184.36000061035156,154.03543090820312,221.9971160888672,727.5806274414062,22.397069931030273,238.77542114257812,273.27056884765625,203.63128662109375,112.95113372802734,332.958251953125,37.20341491699219,502.0,463.5179748535156,79.07444763183594,93.79270935058594,86.78833770751953,358.8321228027344,20.491302490234375,140.99288940429688,41.0286979675293,119.43058776855469,210.05393981933594,67.06951904296875,381.5355529785156,505.0794982910156,224.07598876953125,115.0372314453125,45.604251861572266,308.54266357421875,252.4190216064453,34.688438415527344,189.8457794189453,90.09251403808594,201.8695068359375,189.68251037597656,101.770751953125,160.3433380126953
2025-01-10,135.800537109375,165.34274291992188,337.90325927734375,284.9599914550781,84.35961151123047,88.33316040039062,282.71075439453125,175.68666076660156,169.5263214111328,174.43324279785156,250.32545471191406,505.6139831542969,164.35211181640625,346.49798583984375,281.9388427734375,69.42169189453125,199.3361053466797,221.4853057861328,570.0,288.5072937011719,3251.320068359375,177.4208526611328,187.2845916748047,41.90061569213867,926.0411376953125,442.6600036621094,119.51215362548828,65.0997085571289,343.67816162109375,78.2942886352539,23.88615608215332,82.81556701660156,345.6665344238281,61.705928802490234,233.4431610107422,56.82499313354492,31.080947875976562,186.82461547851562,73.22978210449219,44.98954772949219,143.62213134765625,170.1199951171875,207.5,232.62303161621094,180.74305725097656,226.15695190429688,59.71730041503906,71.67414093017578,370.1175231933594,870.5819702148438,62.83010482788086,34.50279998779297,200.50999450683594,56.35921859741211,250.8511962890625,170.25662231445312,46.08440399169922,49.116050720214844,192.16978454589844,204.1322479248047,25.955120086669922,299.5190124511719,375.0664367675781,103.6079330444336,263.36981201171875,209.9385528564453,140.2251739501953,235.97361755371094,232.80479431152344,28.99008560180664,67.55299377441406,26.222333908081055,58.536842346191406,121.39739227294922,228.25296020507812,202.83395385742188,405.9956970214844,449.3230285644531,500.07373046875,137.32957458496094,267.09814453125,578.1682739257812,76.86685943603516,76.37230682373047,504.4466857910156,127.54376983642578,137.95899963378906,118.14031982421875,414.0382995605469,1210.989990234375,68.49420928955078,135.7073211669922,7845.22021484375,151.88937377929688,79.83999633789062,88.23076629638672,130.39198303222656,134.52899169921875,23.694135665893555,72.2557373046875,151.11509704589844,221.07167053222656,621.3910522460938,111.2289047241211,30.26178741455078,108.1282958984375,182.3800048828125,152.0019989013672,221.7333221435547,691.1713256835938,21.682470321655273,233.1658172607422,267.2491455078125,202.97203063964844,112.1618881225586,325.6784362792969,37.02128219604492,492.5400085449219,451.2350158691406,75.16941833496094,90.12660217285156,86.96448516845703,360.3695983886719,20.292957305908203,138.25546264648438,39.93647003173828,117.8696060180664,205.94097900390625,65.71892547607422,372.66168212890625,501.39141845703125,217.68678283691406,111.87906646728516,44.53275680541992,303.7160949707031,248.86924743652344,34.27865219116211,187.46360778808594,88.8183822631836,202.52423095703125,192.0024871826172,101.39956665039062,158.69151306152344
2025-01-13,140.2261199951172,166.8246612548828,337.275390625,284.82000732421875,85.09741973876953,89.3061294555664,281.5286560058594,177.1912384033203,168.74610900878906,174.77984619140625,257.9241027832031,507.6836242675781,167.64939880371094,351.6234436035156,290.2696838378906,67.58231353759766,204.0742950439453,222.4529571533203,568.6799926757812,292.1665344238281,3239.6201171875,179.33421325683594,188.24679565429688,43.42129135131836,925.4306640625,443.9100036621094,118.81417083740234,65.68698120117188,354.9382629394531,79.5940933227539,23.51216697692871,83.52519989013672,351.6958312988281,61.61113357543945,233.3442840576172,56.844337463378906,31.18852424621582,188.1076202392578,74.55204772949219,48.27872085571289,145.6947784423828,168.3699951171875,204.58999633789062,237.38294982910156,183.80398559570312,229.8389434814453,52.61553192138672,73.1866683959961,385.01348876953125,870.4078369140625,64.92194366455078,35.10972213745117,201.52999877929688,56.96562957763672,255.00009155273438,170.1376495361328,45.5562744140625,49.19487380981445,191.2943115234375,203.4295654296875,26.753887176513672,304.8205261230469,374.3833923339844,104.74819946289062,281.3037109375,207.6934814453125,141.29550170898438,240.59866333007812,237.01698303222656,29.37178611755371,68.33726501464844,26.557559967041016,59.092777252197266,123.2901382446289,230.3190460205078,208.3264923095703,413.1323547363281,463.82843017578125,500.3115539550781,139.1830291748047,268.607421875,581.4877319335938,77.94371032714844,77.95210266113281,508.8990783691406,130.83905029296875,142.30325317382812,118.65709686279297,412.2989196777344,1267.219970703125,69.34078979492188,133.0313262939453,7962.0,151.31918334960938,80.6760025024414,88.60987091064453,131.77035522460938,136.28323364257812,23.76507568359375,73.63762664794922,151.38194274902344,221.23117065429688,629.23193359375,111.60869598388672,30.21409797668457,110.07390594482422,182.4199981689453,152.14727783203125,222.0068817138672,711.02734375,22.20901870727539,232.34059143066406,269.3312072753906,203.88706970214844,114.72452545166016,331.5575256347656,38.20036315917969,487.42999267578125,451.1135559082031,73.46037292480469,90.64484405517578,87.023193359375,355.75726318359375,20.17132568359375,138.500732421875,40.25387191772461,117.70269775390625,208.0461883544922,65.32745361328125,372.5233459472656,521.08349609375,219.1850128173828,113.44906616210938,45.4820556640625,302.9363708496094,253.1605987548828,34.559696197509766,190.4114990234375,89.27478790283203,202.79782104492188,190.33558654785156,104.01688385009766,161.60650634765625
2025-01-14,141.6881561279297,165.701416015625,337.13043212890625,286.8699951171875,85.66276550292969,89.26834106445312,284.7792663574219,181.3361053466797,171.50157165527344,177.4040069580078,254.974365234375,516.58984375,169.41175842285156,359.5247497558594,296.2532653808594,69.49091339111328,206.37246704101562,221.87037658691406,579.7999877929688,295.45196533203125,3227.800048828125,179.03811645507812,188.8359832763672,43.65373992919922,933.3379516601562,450.0299987792969,121.93051147460938,66.94961547851562,363.8190612792969,80.46680450439453,24.12236213684082,84.0718002319336,354.7933044433594,62.1515007019043,237.25823974609375,57.39575958251953,31.433029174804688,189.76565551757812,75.02845001220703,48.32557678222656,147.1484375,169.3300018310547,206.13999938964844,235.14646911621094,185.82168579101562,230.27210998535156,53.6812629699707,72.08399200439453,381.7798767089844,868.8985595703125,65.58795928955078,35.51914978027344,204.47000122070312,57.9089469909668,256.4023742675781,175.38348388671875,46.3875846862793,50.189998626708984,190.06072998046875,207.16751098632812,27.138835906982422,302.4566345214844,377.8465576171875,106.60965728759766,276.67340087890625,208.02786254882812,142.6309814453125,243.74948120117188,240.1809539794922,29.715316772460938,69.35293579101562,27.11627960205078,59.466609954833984,126.66332244873047,230.71258544921875,209.27114868164062,418.87701416015625,465.07647705078125,504.38409423828125,140.2765350341797,272.69146728515625,590.0845336914062,81.24100494384766,79.77932739257812,513.3414916992188,133.3761444091797,144.892333984375,119.26000213623047,410.7967529296875,1271.3599853515625,68.46534729003906,131.56349182128906,8143.64013671875,153.66880798339844,80.28866577148438,89.21251678466797,132.87680053710938,136.7076416015625,23.419240951538086,74.62197875976562,152.23971557617188,224.965576171875,638.1280517578125,112.48219299316406,30.50021743774414,111.29821014404297,185.5,154.47117614746094,224.4494171142578,685.2105712890625,22.56631851196289,233.35247802734375,270.7486572265625,203.67062377929688,116.41022491455078,337.0025634765625,38.219539642333984,490.3599853515625,452.870849609375,74.57745361328125,91.59496307373047,89.27387237548828,357.5509338378906,20.3958683013916,140.2079620361328,40.991355895996094,117.06456756591797,208.74790954589844,66.21806335449219,378.1855773925781,523.5870971679688,221.71751403808594,114.20230865478516,46.11179733276367,305.07818603515625,257.1553039550781,34.70475769042969,196.62489318847656,89.93087005615234,202.44602966308594,187.74267578125,104.4261474609375,159.7506103515625
2025-01-15,140.50271606445312,163.2622528076172,337.8453369140625,290.94000244140625,87.31086730957031,89.8540267944336,285.84307861328125,182.52037048339844,176.17308044433594,178.30516052246094,256.7308349609375,526.9673461914062,170.8519287109375,358.0674133300781,295.2335510253906,70.16337585449219,205.33216857910156,225.1288604736328,580.0,307.2165222167969,3206.050048828125,176.600830078125,190.84454345703125,44.28331756591797,981.7989501953125,458.510009765625,122.59901428222656,67.34114074707031,367.06982421875,80.43894958496094,24.545560836791992,84.25401306152344,351.432861328125,63.14691162109375,234.90591430664062,58.024566650390625,31.745986938476562,193.1409149169922,75.62151336669922,48.859718322753906,148.48956298828125,171.19000244140625,203.72999572753906,235.49285888671875,187.73106384277344,232.8810272216797,56.31800842285156,72.71826934814453,378.02191162109375,870.756103515625,65.15644836425781,35.77444076538086,204.25,58.305728912353516,257.3405456542969,178.78482055664062,47.73725891113281,50.93881607055664,195.96002197265625,208.31910705566406,27.822120666503906,302.9115905761719,390.6505126953125,108.40289306640625,273.5995788574219,210.2060546875,145.5670928955078,244.54922485351562,244.91722106933594,29.55309295654297,70.83541107177734,27.414257049560547,59.207801818847656,129.83975219726562,233.4673614501953,208.54074096679688,419.5534362792969,464.6060791015625,517.5925903320312,139.90679931640625,272.3165588378906,579.8677978515625,81.38394927978516,80.82617950439453,526.8374633789062,133.93020629882812,147.34567260742188,124.93495178222656,421.3120422363281,1279.72998046875,68.3691635131836,136.03683471679688,8259.080078125,155.63499450683594,80.26933288574219,89.66937255859375,135.2772216796875,136.5473175048828,23.25075912475586,75.795654296875,152.15391540527344,227.50839233398438,647.310302734375,112.52017211914062,30.624202728271484,112.94011688232422,185.3699951171875,159.19642639160156,227.13621520996094,697.6676635742188,23.224502563476562,232.55673217773438,269.8981628417969,206.38624572753906,116.0399398803711,342.2207946777344,38.957664489746094,507.19000244140625,464.1348876953125,78.69253540039062,95.7505111694336,92.31719207763672,363.27685546875,20.4987850189209,140.76722717285156,42.372982025146484,116.93694305419922,208.76742553710938,66.2082748413086,380.9920349121094,523.2789306640625,223.14805603027344,115.68156433105469,47.841224670410156,312.1748046875,265.184326171875,34.614097595214844,198.79856872558594,90.8722152709961,203.2571258544922,193.52313232421875,106.1297607421875,162.43238830566406
2025-01-16,142.96249389648438,165.50132751464844,340.0863037109375,290.0799865722656,89.93632507324219,91.45991516113281,291.35919189453125,185.5004119873047,184.1728515625,179.09735107421875,257.1986083984375,535.9715576171875,180.08998107910156,364.9377136230469,300.19732666015625,69.08546447753906,206.07928466796875,226.52110290527344,585.8400268554688,306.3902893066406,3193.9599609375,179.41775512695312,192.24179077148438,44.87415313720703,964.879638671875,462.80999755859375,124.87973022460938,68.2612075805664,372.61175537109375,84.16194915771484,24.65382194519043,84.92528533935547,356.81927490234375,64.48360443115234,238.08847045898438,57.86977767944336,32.24477005004883,195.460205078125,75.28124237060547,48.69104766845703,149.47430419921875,170.85000610351562,208.22000122070312,239.38189697265625,191.41204833984375,235.440673828125,56.18938064575195,76.18244171142578,374.1085205078125,889.9898681640625,65.89749908447266,36.015281677246094,206.25999450683594,58.91963577270508,259.9904479980469,178.2394256591797,48.15781021118164,51.07674789428711,193.4033660888672,209.4024658203125,28.1685733795166,306.0668029785156,393.76727294921875,109.61136627197266,269.98736572265625,212.71864318847656,147.5211944580078,246.60157775878906,246.78067016601562,29.84891128540039,73.90222930908203,27.991594314575195,59.66788864135742,131.826171875,234.91360473632812,212.76727294921875,423.974609375,467.3804016113281,518.3755493164062,141.00201416015625,272.2672424316406,591.5357055664062,83.06118774414062,81.73978424072266,526.7778930664062,135.29107666015625,147.10325622558594,129.9687042236328,419.6022644042969,1297.52001953125,68.40763854980469,133.3708038330078,8355.8095703125,156.84420776367188,80.31466674804688,90.59278106689453,137.68702697753906,138.20721435546875,23.490182876586914,76.79893493652344,152.96401977539062,230.38893127441406,649.6181640625,113.7449722290039,31.635149002075195,113.53804016113281,186.97000122070312,156.31089782714844,227.91783142089844,687.5512084960938,23.055255889892578,233.5391387939453,274.63909912109375,208.51148986816406,117.37487030029297,349.3625183105469,39.3890380859375,515.8099975585938,472.21136474609375,80.1915283203125,96.44151306152344,93.03154754638672,376.2662048339844,20.601701736450195,140.98309326171875,41.990234375,119.16551208496094,210.27809143066406,68.14607238769531,384.26287841796875,491.665771484375,227.04344177246094,117.92314910888672,45.14369583129883,313.13226318359375,266.15338134765625,34.7591552734375,197.8656005859375,93.55359649658203,206.19845581054688,194.10800170898438,105.94893646240234,164.5700225830078
