Date,A,ACN,ADSK,AEP,ALL,AMAT,AME,AMGN,AMP,AMT,AON,APD,APH,AVGO,AXON,AXP,BKNG,BKR,BRK-B,CAH,CAT,CCI,CCL,CL,CMS,CSCO,CSX,CTAS,CTSH,CVS,CVX,DECK,DHR,DOV,EIX,EL,ELV,EQR,FAST,GE,GM,GOOG,HCA,HD,HIG,ICE,JPM,KDP,KLAC,KO,LEN,LHX,LIN,MA,MAA,MCK,MDT,MLM,MMM,MS,MSFT,NVR,ORCL,ORLY,OTIS,PAYX,PEP,PFE,PFG,PG,PH,PPL,PSX,PTC,QCOM,REGN,RL,ROK,RSG,RTX,SLB,SNPS,SPGI,SRE,STT,STX,T,TEL,TFC,TJX,TMUS,TT,UNP,UPS,USB,V,VMC,VZ,WAB,WEC,WSM,XOM,ZTS
2025-01-02,131.80960083007812,336.9662780761719,293.32000732421875,87.51129913330078,186.3255157470703,161.84259033203125,176.59202575683594,247.50938415527344,519.81689453125,171.52462768554688,351.9208679199219,272.5210266113281,68.24488830566406,229.05873107910156,596.489990234375,292.8649597167969,194.62417602539062,40.402122497558594,451.1000061035156,116.02224731445312,352.2651672363281,89.26000213623047,24.743371963500977,86.83361053466797,63.58005905151367,56.78629684448242,31.45258903503418,179.7089080810547,74.28954315185547,41.69453048706055,137.59176635742188,204.5399932861328,227.41778564453125,182.71151733398438,72.7314682006836,72.19133758544922,355.24090576171875,65.72865295410156,34.44028854370117,167.1824951171875,50.61366653442383,189.64291381835938,294.5042724609375,373.6907958984375,106.26854705810547,146.6472625732422,231.73416137695312,30.087472915649414,62.9601936340332,59.27490234375,125.90436553955078,201.93801879882812,406.0153503417969,516.8804931640625,141.29591369628906,562.733642578125,76.44754791259766,506.2811584472656,126.07596588134766,120.07047271728516,413.6726379394531,7989.89013671875,162.82435607910156,79.1806640625,89.6596450805664,131.21905517578125,141.66854858398438,24.009389877319336,73.24957275390625,159.36758422851562,620.878173828125,30.690967559814453,108.5838623046875,183.00999450683594,148.76795959472656,709.3313598632812,227.48748779296875,274.5706787109375,196.87176513671875,113.0388412475586,36.81039810180664,482.75,463.18145751953125,83.18952178955078,94.00382995605469,84.53764343261719,21.091814041137695,137.99053955078125,40.44990921020508,118.9397201538086,213.96224975585938,369.42047119140625,221.4661865234375,112.41450500488281,44.98391342163086,310.8957214355469,252.70578002929688,35.81977081298828,187.5628662109375,89.36988067626953,182.820068359375,102.13241577148438,158.0016326904297
2025-01-03,134.0421600341797,341.8253173828125,294.05999755859375,87.61599731445312,185.8401641845703,167.95602416992188,177.81993103027344,249.36129760742188,525.5842895507812,172.97430419921875,350.92950439453125,273.11749267578125,69.32280731201172,229.62155151367188,601.0599975585938,298.1275329589844,193.77699279785156,41.47148132324219,453.55999755859375,117.28058624267578,356.20135498046875,89.98999786376953,24.120086669921875,86.45002746582031,63.65651321411133,56.94108200073242,31.62862777709961,183.4197540283203,74.26036834716797,43.156009674072266,138.6609344482422,207.25,232.3954315185547,185.06381225585938,72.54057312011719,70.41532897949219,360.8050842285156,66.50723266601562,34.72119903564453,170.52439880371094,51.00777816772461,192.12998962402344,293.4657287597656,374.3833923339844,106.71685028076172,147.13821411132812,234.9011688232422,30.097017288208008,64.9767074584961,59.188629150390625,127.31922149658203,204.26551818847656,405.3584899902344,515.8514404296875,143.69610595703125,573.8947143554688,77.1432113647461,512.3399047851562,126.24122619628906,121.18668365478516,418.3866882324219,8070.60009765625,163.10873413085938,80.28133392333984,90.29147338867188,132.3275604248047,141.140380859375,23.991344451904297,73.74173736572266,158.55145263671875,628.9260864257812,30.77680015563965,110.17829895019531,184.5399932861328,152.82508850097656,712.26708984375,230.365966796875,276.42791748046875,197.80648803710938,112.90242004394531,36.992530822753906,493.7099914550781,466.9859924316406,83.70510864257812,93.7351303100586,87.23847961425781,20.943992614746094,139.71737670898438,41.168731689453125,118.52738952636719,213.5529022216797,376.6044921875,223.76666259765625,112.3418960571289,45.9238166809082,311.4000549316406,254.248291015625,35.86431884765625,189.03184509277344,89.1797103881836,187.8401641845703,102.65589141845703,158.68177795410156
2025-01-06,134.77316284179688,339.3909606933594,292.510009765625,85.9693374633789,180.46249389648438,175.28419494628906,177.68128967285156,246.8507080078125,520.6505126953125,170.79505920410156,345.4670104980469,272.472900390625,70.34138488769531,233.4329833984375,570.7100219726562,296.9471435546875,194.0116729736328,41.636749267578125,451.4100036621094,117.60499572753906,356.60284423828125,88.54000091552734,23.872753143310547,83.9471435546875,62.519283294677734,56.85401916503906,31.296106338500977,182.6795196533203,73.80342102050781,43.20315170288086,138.10757446289062,208.47000122070312,235.72044372558594,185.06381225585938,71.3042984008789,71.79122924804688,368.6609191894531,64.15274047851562,34.856807708740234,171.01028442382812,52.74186706542969,196.9349822998047,293.68328857421875,374.5661926269531,105.88845825195312,143.93702697753906,233.7559356689453,29.65806007385254,68.26901245117188,58.28762435913086,126.55088806152344,198.94830322265625,404.7801208496094,506.52105712890625,138.79380798339844,576.8662719726562,76.08541870117188,513.0341796875,126.64947509765625,123.78478240966797,422.833984375,7988.669921875,162.4908905029297,80.697998046875,89.708251953125,128.9073486328125,137.95260620117188,24.262025833129883,73.65654754638672,154.201904296875,632.2005004882812,30.26178741455078,109.30516052246094,184.8300018310547,154.78102111816406,710.392578125,238.68701171875,275.1278381347656,197.7179412841797,111.1777572631836,37.155494689941406,501.05999755859375,461.9569091796875,80.6880111694336,94.46449279785156,87.19932556152344,20.879323959350586,140.73779296875,41.168731689453125,118.67465209960938,206.99359130859375,378.98602294921875,222.32644653320312,112.72305297851562,45.80162811279297,309.5509338378906,254.49551391601562,35.285282135009766,190.79861450195312,87.59178924560547,195.26800537109375,102.54167175292969,161.19839477539062
2025-01-07,135.74127197265625,344.2790222167969,290.82000732421875,86.11211395263672,180.5886688232422,175.62001037597656,176.948486328125,250.16317749023438,518.70849609375,167.8673095703125,345.4372253417969,275.4454345703125,70.667724609375,225.7607879638672,562.030029296875,297.0848083496094,189.51918029785156,42.19086456298828,452.9200134277344,119.34503173828125,355.4278259277344,87.45999908447266,23.585844039916992,83.80329132080078,62.796424865722656,57.008792877197266,31.48192596435547,186.252197265625,73.52146911621094,43.165435791015625,140.2927703857422,205.10000610351562,236.61106872558594,185.0145721435547,71.09114837646484,72.37672424316406,369.72906494140625,63.27098083496094,35.02147674560547,170.87144470214844,51.214683532714844,195.6914825439453,304.8501892089844,369.6216125488281,106.24905395507812,143.79954528808594,236.00759887695312,29.276363372802734,68.17010498046875,58.31637954711914,124.75183868408203,197.6920166015625,406.77996826171875,505.9967041015625,137.39443969726562,581.646728515625,76.11400604248047,504.38714599609375,129.0601806640625,122.0912094116211,417.4181823730469,7897.0,158.90158081054688,79.98133087158203,89.54301452636719,131.93911743164062,137.13204956054688,24.47857093811035,74.11087799072266,154.8740234375,626.509765625,30.5192928314209,109.32415008544922,183.08999633789062,155.42979431152344,724.3175659179688,238.25473022460938,274.9812316894531,199.78416442871094,111.85982513427734,37.740238189697266,487.6199951171875,459.3021240234375,80.42068481445312,93.78311157226562,87.67881774902344,20.509780883789062,141.0517578125,41.04737091064453,117.9481430053711,206.95458984375,375.4681091308594,222.8387451171875,113.4218521118164,45.773433685302734,308.19622802734375,249.15599060058594,34.670623779296875,187.7316131591797,88.60919952392578,190.44284057617188,103.50293731689453,158.85670471191406
2025-01-08,135.33624267578125,345.573486328125,296.3699951171875,87.81588745117188,186.17991638183594,174.80027770996094,176.7108154296875,252.215576171875,524.6917114257812,169.78126525878906,349.4126892089844,274.4065246582031,71.03363037109375,226.42236328125,577.3400268554688,297.9012756347656,192.53500366210938,42.22974395751953,451.8399963378906,120.45590209960938,353.5380859375,87.5,23.92222023010254,83.87042236328125,63.360267639160156,57.27000045776367,31.491708755493164,190.1307830810547,73.91036224365234,43.382301330566406,140.95864868164062,207.52000427246094,235.61158752441406,184.26658630371094,63.8515739440918,71.87907409667969,372.14697265625,63.336647033691406,35.32660675048828,171.4466094970703,50.24911880493164,194.37826538085938,307.8570861816406,372.47869873046875,106.6388931274414,143.9272003173828,235.96878051757812,29.696231842041016,67.86353302001953,59.15029525756836,125.12664031982422,201.73350524902344,411.7403259277344,510.9438171386719,138.3953094482422,586.6359252929688,78.7918701171875,512.9151000976562,130.77101135253906,123.03423309326172,419.5825500488281,8005.9501953125,159.99012756347656,80.3826675415039,89.22223663330078,132.8770751953125,138.20721435546875,24.234956741333008,74.13926696777344,155.64215087890625,632.6937866210938,30.68142318725586,110.33016204833984,184.36000061035156,154.03543090820312,727.5806884765625,238.77542114257812,273.2705993652344,203.63128662109375,112.95114135742188,37.20341873168945,502.0,463.5179748535156,79.07443237304688,93.7927017211914,86.78833770751953,20.491302490234375,140.99288940429688,41.0286979675293,119.43059539794922,210.05393981933594,381.5355529785156,224.0760040283203,115.0372314453125,45.604248046875,309.1158142089844,252.41900634765625,34.688438415527344,189.84576416015625,90.09252166748047,189.68252563476562,101.770751953125,160.3433380126953
2025-01-10,135.80052185058594,337.90325927734375,284.9599914550781,89.00567626953125,175.68667602539062,169.5263214111328,174.43324279785156,250.32546997070312,505.61395263671875,164.3521270751953,346.4980163574219,281.9388427734375,69.42169952392578,221.4853057861328,570.0,288.50732421875,187.2845916748047,42.05475616455078,442.6600036621094,119.51215362548828,343.6781311035156,84.33000183105469,24.011260986328125,82.81558227539062,62.203914642333984,56.82499694824219,31.08094596862793,186.82461547851562,73.22979736328125,45.26807403564453,143.62213134765625,207.5,232.62301635742188,180.74302673339844,59.7172966003418,71.67414855957031,370.1175231933594,62.83010482788086,34.692134857177734,170.2566375732422,49.11604690551758,192.16976928710938,299.51898193359375,375.0664367675781,103.6079330444336,140.2251739501953,232.8048095703125,28.99008560180664,67.5530014038086,58.536834716796875,121.39739227294922,202.83395385742188,405.9956970214844,500.0737609863281,137.32962036132812,578.1682739257812,76.86687469482422,504.4466857910156,127.54376983642578,118.79066467285156,414.0382995605469,7845.22021484375,151.88937377929688,79.83999633789062,88.23076629638672,131.7496337890625,134.52899169921875,24.108640670776367,72.2557373046875,152.24319458007812,621.3909912109375,30.26178741455078,108.12830352783203,182.3800048828125,152.0020294189453,691.1713256835938,233.1658172607422,267.2491760253906,202.97206115722656,112.16188049316406,37.02128601074219,492.5400085449219,451.2350158691406,75.16941833496094,90.12660217285156,86.9644775390625,20.292959213256836,138.25546264648438,39.936466217041016,117.8696060180664,205.94097900390625,372.6617126464844,217.6868133544922,111.87906646728516,44.532752990722656,304.2803039550781,248.8692626953125,34.27865219116211,187.463623046875,88.8183822631836,192.0024871826172,101.39957427978516,158.69149780273438
2025-01-13,140.22613525390625,337.2754211425781,284.82000732421875,89.98605346679688,177.1912384033203,168.74612426757812,174.77984619140625,257.924072265625,507.68359375,167.64938354492188,351.6234436035156,290.2696838378906,67.58232116699219,222.4529571533203,568.6799926757812,292.16656494140625,188.24679565429688,43.581024169921875,443.9100036621094,118.81417083740234,354.93829345703125,85.7300033569336,23.635311126708984,83.52519989013672,62.10835266113281,56.84434127807617,31.18852424621582,188.10760498046875,74.55204772949219,48.57761764526367,145.69476318359375,204.58999633789062,237.38294982910156,183.80398559570312,52.615535736083984,73.18666076660156,385.01348876953125,64.92193603515625,35.30238723754883,170.13766479492188,49.19487380981445,191.29432678222656,304.8205261230469,374.3833923339844,104.74820709228516,141.29550170898438,237.01698303222656,29.37178611755371,68.3372573852539,59.0927848815918,123.29012298583984,208.32647705078125,413.1323547363281,500.3115234375,139.18301391601562,581.4877319335938,77.94371795654297,508.8990783691406,130.83905029296875,119.3102798461914,412.2989501953125,7962.0,151.31918334960938,80.6760025024414,88.60986328125,133.14234924316406,136.28323364257812,24.18082046508789,73.63762664794922,152.5120391845703,629.2318725585938,30.214099884033203,110.07390594482422,182.4199981689453,152.1472625732422,711.0274047851562,232.3406219482422,269.331298828125,203.8870849609375,114.72452545166016,38.20036315917969,487.42999267578125,451.1134948730469,73.46037292480469,90.64484405517578,87.023193359375,20.171329498291016,138.50074768066406,40.253868103027344,117.70269775390625,208.04620361328125,372.52337646484375,219.18502807617188,113.4490737915039,45.482059478759766,303.4991455078125,253.16062927246094,34.5597038269043,190.4114990234375,89.27478790283203,190.3356170654297,104.01688385009766,161.60650634765625
2025-01-14,141.6881561279297,337.1304626464844,286.8699951171875,89.94798278808594,181.33612060546875,171.50160217285156,177.4040069580078,254.97439575195312,516.5897216796875,169.41171264648438,359.5247802734375,296.2532043457031,69.49091339111328,221.87039184570312,579.7999877929688,295.4519348144531,188.8359832763672,43.81433868408203,450.0299987792969,121.93051147460938,363.8190612792969,86.66999816894531,24.248703002929688,84.0718002319336,62.653072357177734,57.3957633972168,31.433027267456055,189.76565551757812,75.0284423828125,48.624759674072266,147.1484375,206.13999938964844,235.146484375,185.82167053222656,53.68125534057617,72.08399200439453,381.7798767089844,65.58794403076172,35.71405792236328,175.3834686279297,50.19000244140625,190.0607452392578,302.4565734863281,377.8465270996094,106.60964965820312,142.63099670410156,240.18093872070312,29.715312957763672,69.35293579101562,59.46660614013672,126.663330078125,209.2711181640625,418.8769836425781,504.3841247558594,140.2765350341797,590.0846557617188,81.24099731445312,513.341552734375,133.3761444091797,119.91650390625,410.7967529296875,8143.64013671875,153.6687774658203,80.28866577148438,89.21250915527344,134.26031494140625,136.7076416015625,23.82893943786621,74.62198638916016,153.3761749267578,638.1281127929688,30.500219345092773,111.29821014404297,185.5,154.47116088867188,685.2106323242188,233.35247802734375,270.7486267089844,203.67062377929688,116.41022491455078,38.219539642333984,490.3599853515625,452.870849609375,74.57745361328125,91.59496307373047,89.27388000488281,20.3958683013916,140.20794677734375,40.991355895996094,117.06456756591797,208.74790954589844,378.18560791015625,221.71749877929688,114.20230865478516,46.11180114746094,305.64495849609375,257.1553649902344,34.70475387573242,196.62490844726562,89.93087768554688,187.74270629882812,104.42613220214844,159.7506103515625
2025-01-15,140.5027313232422,337.8453369140625,290.94000244140625,90.53811645507812,182.52037048339844,176.173095703125,178.30514526367188,256.7308349609375,526.96728515625,170.8519287109375,358.06744384765625,295.2335510253906,70.16337585449219,225.12884521484375,580.0,307.216552734375,190.8445587158203,44.44622802734375,458.510009765625,122.5989990234375,367.06982421875,86.63999938964844,24.674118041992188,84.25401306152344,63.65651321411133,58.024566650390625,31.745988845825195,193.1409149169922,75.62152099609375,49.16220474243164,148.4895782470703,203.72999572753906,235.4928436279297,187.73106384277344,56.31800842285156,72.71826171875,378.02191162109375,65.15645599365234,35.97075271606445,178.78482055664062,50.938812255859375,195.9600372314453,302.9115905761719,390.6504821777344,108.40289306640625,145.5670928955078,244.91720581054688,29.553091049194336,70.83540344238281,59.207801818847656,129.83973693847656,208.54075622558594,419.5534362792969,517.5926513671875,139.90679931640625,579.86767578125,81.38396453857422,526.83740234375,133.93020629882812,125.6227035522461,421.3119812011719,8259.080078125,155.63499450683594,80.26933288574219,89.66938018798828,136.6857452392578,136.5473175048828,23.657503128051758,75.79564666748047,153.28976440429688,647.3102416992188,30.624204635620117,112.94011688232422,185.3699951171875,159.19639587402344,697.667724609375,232.55673217773438,269.898193359375,206.38623046875,116.03996276855469,38.957664489746094,507.19000244140625,464.1349182128906,78.69253540039062,95.75050354003906,92.31719207763672,20.49878692626953,140.76724243164062,42.372982025146484,116.93693542480469,208.76742553710938,380.9920349121094,223.14805603027344,115.68157196044922,47.84122848510742,312.75482177734375,265.184326171875,34.614097595214844,198.79856872558594,90.8722152709961,193.52313232421875,106.1297607421875,162.43238830566406
2025-01-16,142.9624786376953,340.0863037109375,290.0799865722656,92.15623474121094,185.50042724609375,184.17288208007812,179.09735107421875,257.19854736328125,535.9715576171875,180.08999633789062,364.9377136230469,300.1973571777344,69.08545684814453,226.52110290527344,585.8400268554688,306.3902893066406,192.24180603027344,45.03923416137695,462.80999755859375,124.87973022460938,372.6117248535156,90.6500015258789,24.782943725585938,84.9252700805664,65.00399780273438,57.86978530883789,32.24476623535156,195.460205078125,75.28123474121094,48.992488861083984,149.4742889404297,208.22000122070312,239.38192749023438,191.41204833984375,56.18938064575195,76.18244171142578,374.1085205078125,65.89749145507812,36.212913513183594,178.23944091796875,51.07675552368164,193.40335083007812,306.0668640136719,393.76727294921875,109.61137390136719,147.52120971679688,246.78065490722656,29.84891128540039,73.9022216796875,59.66789627075195,131.826171875,212.76727294921875,423.974609375,518.37548828125,141.0019989013672,591.53564453125,83.06119537353516,526.7780151367188,135.29107666015625,130.68417358398438,419.60223388671875,8355.8095703125,156.8441925048828,80.31466674804688,90.59280395507812,139.12062072753906,138.20721435546875,23.9011173248291,76.79894256591797,154.1059112548828,649.6181640625,31.635154724121094,113.53804016113281,186.97000122070312,156.3109130859375,687.5512084960938,233.53916931152344,274.63909912109375,208.51150512695312,117.37486267089844,39.389034271240234,515.8099975585938,472.21136474609375,80.1915283203125,96.4415054321289,93.03153991699219,20.601699829101562,140.98309326171875,41.990238189697266,119.16552734375,210.27810668945312,384.2629089355469,227.04345703125,117.92314910888672,45.143699645996094,313.7139587402344,266.15338134765625,34.759151458740234,197.8656005859375,93.55359649658203,194.10800170898438,105.94894409179688,164.57005310058594
