Date,AAL,ABBV,ABT,ACN,ADI,ADM,AFL,AMGN,AMT,APH,APTV,AVB,BA,BAX,BDX,BKNG,BLK,BMY,BXP,CAH,CB,CCL,CI,CL,CMI,CMS,COF,COST,CSCO,CSX,CVS,CVX,D,DE,DHR,DIS,DLTR,DOV,DVN,EMN,EQR,ESS,ETN,F,FAST,FIS,FISV,FMC,GD,GILD,GLW,GM,GPC,GS,HAL,HAS,HD,HON,INTC,ITW,IVZ,JCI,JNJ,KEY,KMB,KMI,LH,LHX,LLY,LMT,LOW,LUV,MA,MAS,MCHP,MCK,MMM,MRK,MRSH,MS,NEE,NOC,NOV,NSC,NWS,ORLY,PCAR,PCG,PFE,PFG,PG,PGR,PNC,PNR,PPG,PRGO,RCL,ROK,ROP,ROST,RTX,SHW,SLB,STX,SWK,SWKS,SYK,TEL,TGT,TJX,TMO,TROW,TRV,TXN,UNH,UNP,USB,V,VLO,VNO,WAT,WDC,WEC,WFC,XEL,XOM
2015-01-02,51.07991027832031,41.119239807128906,35.75419998168945,72.75343322753906,44.095252990722656,37.13680648803711,23.30697250366211,114.76862335205078,75.0349349975586,12.044200897216797,57.22150802612305,112.88993835449219,113.65721130371094,33.13904571533203,89.51937866210938,44.73219680786133,268.2039794921875,40.42790222167969,83.1633071899414,59.2379150390625,92.72669219970703,38.501033782958984,92.87438201904297,52.74394226074219,107.87096405029297,24.886188507080078,67.02423858642578,113.81517791748047,19.53084945678711,10.0028076171875,68.43496704101562,68.89833068847656,47.516109466552734,72.26445770263672,34.860595703125,84.71680450439453,70.3499984741211,47.58834457397461,41.0014533996582,52.79045104980469,41.61113357543945,144.95347595214844,51.90910339355469,8.331912994384766,8.746249198913574,50.69218063354492,35.310001373291016,38.280086517333984,107.51764678955078,65.13839721679688,17.15215492248535,26.777454376220703,76.12930297851562,154.8726806640625,31.690919876098633,37.798667907714844,78.78035736083984,74.39363861083984,27.896472930908203,72.3001708984375,23.7394962310791,31.475492477416992,76.11090850830078,8.832514762878418,77.58451080322266,24.033784866333008,90.9625244140625,57.17222595214844,57.2823486328125,141.95639038085938,54.9810905456543,37.374595642089844,79.7146987915039,18.472436904907227,17.737031936645508,190.36228942871094,95.18693542480469,38.20957946777344,46.61540985107422,28.40553092956543,19.752498626708984,121.46688842773438,54.68589401245117,84.87747955322266,13.151533126831055,12.807332992553711,29.930450439453125,47.933692932128906,18.082529067993164,34.06633377075195,65.55574798583984,19.37747573852539,63.35319519042969,36.8983154296875,93.20613098144531,127.59629821777344,71.92279052734375,88.78601837158203,145.69940185546875,41.910892486572266,55.354522705078125,78.54902648925781,62.20846939086914,39.552154541015625,71.05258178710938,57.77760696411133,82.33222198486328,51.321964263916016,53.367431640625,29.0145263671875,123.67459106445312,55.25908279418945,82.12810516357422,39.10273742675781,83.35271453857422,91.70440673828125,29.9215087890625,61.08809280395508,32.47305679321289,56.71479797363281,113.87999725341797,69.7906265258789,36.52898025512695,39.73613357543945,25.16204833984375,57.14556121826172
2015-01-05,51.05149459838867,40.345394134521484,35.76216125488281,71.52503204345703,43.29338836669922,35.851806640625,22.69644546508789,113.40479278564453,73.95086669921875,11.824153900146484,54.72265625,113.65247344970703,112.87004089355469,32.31632995605469,90.06980895996094,42.989994049072266,261.26458740234375,39.79610061645508,83.9172592163086,58.89945602416992,91.21150207519531,38.31532287597656,91.27571868896484,52.35430908203125,104.21683502197266,24.680816650390625,65.48048400878906,112.52118682861328,19.141788482666016,9.732158660888672,67.75853729248047,66.14435577392578,46.9397087097168,70.71839141845703,34.51492691040039,83.47879791259766,69.62000274658203,45.92890167236328,39.48137664794922,50.96818923950195,41.97956466674805,145.53236389160156,49.76182556152344,8.006447792053223,8.59678840637207,49.81496810913086,34.90999984741211,37.440181732177734,105.27333068847656,66.42869567871094,16.913616180419922,26.385480880737305,75.643310546875,150.0370330810547,31.064971923828125,37.90867614746094,77.12750244140625,72.97599029541016,27.581892013549805,70.51327514648438,23.048053741455078,30.999141693115234,75.5793228149414,8.564866065979004,77.1413345336914,23.382558822631836,91.75444793701172,55.63157653808594,56.71820068359375,139.0043182373047,53.66544723510742,36.45534133911133,77.47246551513672,18.154834747314453,17.34173011779785,191.9241180419922,93.04020690917969,38.77747344970703,46.2880973815918,27.51761817932129,19.543291091918945,118.90415954589844,52.18914031982422,82.73120880126953,12.853035926818848,12.58133316040039,28.924713134765625,48.74248123168945,17.98440933227539,32.94853591918945,65.24407196044922,19.162487030029297,61.41395568847656,35.39316177368164,90.80078887939453,126.2791748046875,70.84764099121094,85.80355834960938,141.42947387695312,41.87959289550781,54.43064498901367,78.31553649902344,60.52384948730469,39.342464447021484,69.53561401367188,56.83985137939453,81.06208038330078,50.32265853881836,52.41104507446289,28.690059661865234,121.97566986083984,53.98971176147461,81.13886260986328,38.495880126953125,81.9797592163086,88.60406494140625,29.20065689086914,59.73966979980469,31.13774871826172,56.85735321044922,113.0199966430664,68.86792755126953,36.08259582519531,38.64647674560547,24.87643051147461,55.58194351196289
2015-01-06,50.25558090209961,40.14569854736328,35.356048583984375,71.00909423828125,42.27714538574219,35.145050048828125,22.494199752807617,109.75121307373047,73.75514221191406,11.673715591430664,54.37580871582031,115.1980209350586,111.54061126708984,32.14455032348633,89.89701080322266,42.299861907958984,257.20452880859375,39.72816848754883,85.5455551147461,58.266685485839844,90.4093017578125,38.686737060546875,91.63700103759766,51.80425262451172,104.798828125,24.723312377929688,64.2617416381836,114.00801849365234,19.13471221923828,9.344325065612793,67.80891418457031,66.11375427246094,46.70056915283203,70.12942504882812,34.279048919677734,83.03601837158203,68.66999816894531,45.71072769165039,38.67425537109375,50.754207611083984,42.21763610839844,147.62721252441406,49.204002380371094,7.930507659912109,8.449170112609863,49.74999237060547,34.94499969482422,37.682064056396484,105.39759063720703,67.01890563964844,16.622907638549805,26.785140991210938,72.54155731201172,147.00196838378906,30.760025024414062,37.41360092163086,76.89139556884766,72.80528259277344,27.067855834960938,69.54345703125,22.568893432617188,30.659915924072266,75.20794677734375,8.303585052490234,76.39608764648438,22.922204971313477,90.29308319091797,54.513980865478516,57.00436782836914,138.35073852539062,53.787261962890625,35.422264099121094,77.30500030517578,18.1326847076416,17.005727767944336,191.4831085205078,92.04810333251953,40.30076599121094,45.66624450683594,26.725120544433594,19.61920166015625,119.55935668945312,51.546173095703125,80.0950927734375,12.703787803649902,12.538666725158691,28.964237213134766,48.67059326171875,18.134479522705078,32.481693267822266,64.9468765258789,18.926002502441406,59.823486328125,35.08880615234375,90.57734680175781,126.0417709350586,71.05574035644531,84.82007598876953,139.45729064941406,41.96006774902344,53.66075897216797,78.07910919189453,59.340213775634766,38.25811767578125,68.84004211425781,55.02738571166992,80.94819641113281,49.71332550048828,52.403961181640625,28.549179077148438,120.83660888671875,53.03607940673828,80.41447448730469,37.85976028442383,81.8143310546875,86.77167510986328,28.813541412353516,59.35470962524414,30.757156372070312,57.31820297241211,112.52999877929688,67.3321762084961,36.17873001098633,37.84013748168945,25.0087833404541,55.28645324707031
2015-01-07,50.22716522216797,41.768253326416016,35.642723083496094,72.49957275390625,42.72173309326172,35.67333221435547,22.635385513305664,113.58427429199219,74.53056335449219,11.873551368713379,54.80937194824219,116.53244018554688,113.27234649658203,32.29825210571289,92.0028305053711,41.89290237426758,262.64801025390625,40.24448776245117,86.5022964477539,60.35628890991211,91.69763946533203,38.83024215698242,93.78656005859375,52.216796875,105.29979705810547,25.126983642578125,64.9929428100586,115.99324798583984,19.311559677124023,9.467090606689453,69.03225708007812,66.0586929321289,46.890655517578125,69.82672882080078,34.486473083496094,83.88544464111328,70.83000183105469,46.087589263916016,38.85587692260742,50.42979049682617,42.84114456176758,149.8530731201172,49.34918212890625,8.158330917358398,8.393815040588379,50.57035446166992,35.41999816894531,37.96427536010742,104.9937744140625,68.27484893798828,16.861438751220703,27.546039581298828,73.64934539794922,149.1926727294922,31.586593627929688,37.59236526489258,79.52681732177734,73.3322525024414,27.635601043701172,70.2994613647461,22.866090774536133,31.150707244873047,76.86822509765625,8.367314338684082,76.9264907836914,23.225360870361328,91.87691497802734,54.657684326171875,56.603736877441406,140.13528442382812,55.38714599609375,35.719932556152344,78.50751495361328,18.406972885131836,17.100595474243164,197.29869079589844,92.71533966064453,41.16264343261719,46.271732330322266,27.10669708251953,19.798789978027344,123.34119415283203,51.59627914428711,80.0950927734375,12.65110969543457,12.652667045593262,29.3507137298584,49.05699920654297,18.382652282714844,33.04059600830078,65.28756713867188,19.320144653320312,60.514076232910156,35.35443115234375,90.9795913696289,128.14755249023438,72.13089752197266,84.96401977539062,140.88294982910156,42.778350830078125,54.243003845214844,79.41101837158203,59.33295440673828,38.50373077392578,70.02401733398438,55.93361282348633,82.48114013671875,51.208229064941406,54.38761520385742,29.134078979492188,124.45648193359375,53.81573486328125,81.78536987304688,38.539756774902344,82.64969635009766,87.25100708007812,29.067184448242188,60.14995574951172,30.51848030090332,58.529720306396484,115.93000030517578,68.34336853027344,36.625125885009766,38.0653190612793,25.224740982055664,55.846649169921875
2015-01-08,50.84303665161133,42.205101013183594,36.37530517578125,73.60511779785156,43.47599792480469,35.15217971801758,22.85671043395996,113.17510986328125,75.22313690185547,12.104822158813477,56.1573371887207,117.61502838134766,115.27525329589844,33.13451385498047,93.67979431152344,42.41305160522461,265.7154541015625,41.249908447265625,86.85074615478516,62.217838287353516,93.180419921875,39.40425491333008,98.56442260742188,52.92729187011719,107.428955078125,25.26153564453125,65.62672424316406,116.98987579345703,19.46010971069336,9.617762565612793,70.50028228759766,67.57032012939453,47.44253158569336,70.75111389160156,35.01921463012695,84.7529525756836,71.11000061035156,47.02638244628906,40.234683990478516,51.98977279663086,43.32293701171875,150.81777954101562,51.11438751220703,8.364459037780762,8.583870887756348,51.28512191772461,36.13999938964844,38.904991149902344,107.52544403076172,70.21028900146484,17.40559196472168,27.822725296020508,73.80657958984375,151.5745849609375,32.26872634887695,37.81929397583008,81.28629302978516,74.66828155517578,28.149646759033203,71.99472045898438,23.26641082763672,31.749765396118164,77.47264862060547,8.539373397827148,78.55137634277344,23.76992416381836,94.35057067871094,55.91096115112305,57.944618225097656,143.2929229736328,56.55659866333008,36.66545104980469,79.72866821289062,19.1408748626709,17.64611053466797,199.54959106445312,94.93745422363281,41.99110794067383,47.04905700683594,27.51029396057129,19.91912841796875,126.20250701904297,53.13274383544922,80.86494445800781,12.94083023071289,12.88266658782959,29.737199783325195,49.677066802978516,18.757810592651367,34.01373291015625,66.03416442871094,19.707122802734375,61.67902755737305,36.273006439208984,93.40116119384766,131.07272338867188,73.27540588378906,87.4666976928711,141.83338928222656,43.34623718261719,55.16683578491211,81.58396911621094,60.051841735839844,39.198692321777344,71.35597229003906,58.47105026245117,83.88267517089844,52.24000930786133,54.64265060424805,29.287778854370117,125.7499771118164,54.453636169433594,83.48338317871094,39.168556213378906,86.59486389160156,90.521484375,29.2807559967041,60.95671844482422,32.26664733886719,58.72931671142578,118.08999633789062,69.759033203125,37.03031539916992,38.907981872558594,25.517322540283203,56.776206970214844
2015-01-09,49.28913116455078,41.05058670043945,35.99308776855469,73.5232162475586,43.444236755371094,34.85235595703125,22.372095108032227,111.78254699707031,74.8392333984375,12.0352201461792,55.30598831176758,117.9758529663086,115.04785919189453,32.718631744384766,92.57245635986328,41.20316696166992,262.5653076171875,40.97816848754883,87.28790283203125,61.688087463378906,91.85971069335938,39.083492279052734,97.5438232421875,52.407806396484375,105.79338836669922,24.9853458404541,64.48920440673828,115.18951416015625,19.658180236816406,9.598231315612793,70.46427917480469,66.22392272949219,46.909053802490234,70.06397247314453,34.7833251953125,85.16863250732422,69.45999908447266,46.04128646850586,40.63151550292969,51.382347106933594,43.646053314208984,152.03062438964844,50.48014450073242,8.250544548034668,8.486072540283203,51.114559173583984,36.03499984741211,38.66309356689453,107.92146301269531,70.14849853515625,17.375782012939453,27.353897094726562,72.44865417480469,149.24844360351562,31.9397029876709,36.595314025878906,79.89239501953125,73.42874145507812,28.203346252441406,71.45255279541016,22.83577537536621,31.554887771606445,76.41675567626953,8.29721450805664,77.84637451171875,23.472373962402344,94.70162200927734,55.831146240234375,57.176055908203125,143.21214294433594,55.49273681640625,35.711177825927734,78.71258544921875,18.814697265625,17.598674774169922,199.06265258789062,93.77127075195312,41.79734420776367,46.40263748168945,27.062673568725586,19.743244171142578,126.67523956298828,51.67143630981445,80.22730255126953,13.063743591308594,12.52066707611084,28.648033142089844,50.171321868896484,18.844385147094727,33.59291458129883,65.41800689697266,19.29148292541504,60.52803039550781,36.03506088256836,92.21879577636719,129.98533630371094,72.76383972167969,85.96349334716797,141.05068969726562,42.56820297241211,54.86368179321289,82.1346664428711,58.97713851928711,39.80377197265625,70.0091781616211,58.37648391723633,82.8665542602539,51.93129348754883,54.1467399597168,28.924888610839844,125.24803924560547,54.041259765625,82.43185424804688,39.19047927856445,85.78430938720703,88.89785766601562,28.673376083374023,60.053138732910156,31.382888793945312,58.72456359863281,116.5199966430664,70.92189025878906,36.82429122924805,38.26872253417969,25.20384407043457,56.696170806884766
2015-01-12,46.97721862792969,41.03810501098633,36.295692443847656,73.3021011352539,43.007572174072266,34.41688537597656,22.242351531982422,112.13427734375,74.51549530029297,11.889270782470703,54.30485916137695,118.99708557128906,114.46186065673828,32.872352600097656,91.8875961303711,40.733924865722656,260.83599853515625,42.24174880981445,87.64904022216797,60.93021774291992,90.74964904785156,39.075042724609375,95.9000244140625,52.14805603027344,105.02718353271484,24.907440185546875,64.2373275756836,114.54656219482422,19.84209632873535,9.461511611938477,69.94615936279297,64.79795837402344,46.909053802490234,69.90036010742188,34.35226821899414,85.35839080810547,69.43000030517578,45.44628143310547,39.77059555053711,50.09847640991211,44.150516510009766,153.00918579101562,50.036922454833984,8.25597095489502,8.425185203552246,50.95210647583008,35.98500061035156,39.778499603271484,107.0905532836914,69.46221923828125,17.353416442871094,27.546039581298828,69.69706726074219,147.43215942382812,30.92853546142578,36.17586898803711,79.53440856933594,73.07246398925781,28.08059310913086,71.12419128417969,22.702327728271484,31.230106353759766,76.15460205078125,8.195247650146484,77.72549438476562,23.360092163085938,94.57099914550781,54.984962463378906,56.759063720703125,142.8082275390625,55.10289764404297,35.23841094970703,77.70584869384766,18.673845291137695,17.40497398376465,197.21600341796875,93.2607192993164,41.62364959716797,45.903526306152344,26.688430786132812,19.693256378173828,126.03659057617188,48.93254852294922,79.29414367675781,12.923272132873535,12.371999740600586,28.911535263061523,49.811859130859375,18.91364288330078,33.02742385864258,65.17881774902344,19.019168853759766,60.10251235961914,35.763916015625,91.92627716064453,129.65611267089844,72.19158172607422,84.75609588623047,139.00070190429688,42.84989929199219,55.07062911987305,81.1409683227539,56.67527770996094,38.96504592895508,69.56522369384766,56.98956298828125,82.35853576660156,51.15135192871094,54.28843307495117,28.77545738220215,124.04144287109375,53.43558120727539,81.94115447998047,38.83953094482422,84.81663513183594,88.11697387695312,28.406404495239258,59.93558120727539,30.557186126708984,59.10939025878906,116.45999908447266,69.72110748291016,36.714420318603516,37.81106185913086,24.98091697692871,55.606563568115234
2015-01-13,47.75417709350586,39.85606002807617,35.7113151550293,73.56416320800781,42.515323638916016,34.46684646606445,22.131698608398438,111.35904693603516,73.68736267089844,11.862324714660645,53.327388763427734,118.87454986572266,114.72423553466797,32.53329849243164,90.70987701416016,40.649314880371094,261.6253662109375,42.88034439086914,87.458984375,60.70209503173828,90.88739776611328,38.796470642089844,96.48710632324219,52.507110595703125,104.12841033935547,25.27570152282715,63.69293212890625,113.39724731445312,19.877464294433594,9.361061096191406,69.9749526977539,63.76980209350586,46.872249603271484,70.26030731201172,34.303466796875,86.0180435180664,68.0,45.717350006103516,39.609169006347656,49.51866912841797,43.69706726074219,153.28482055664062,50.02164077758789,8.250544548034668,8.465780258178711,51.06581497192383,36.11000061035156,39.933048248291016,107.00511169433594,66.7169418334961,17.256507873535156,27.092573165893555,69.38259887695312,147.32057189941406,30.727928161621094,35.694541931152344,79.00885009765625,73.59203338623047,28.003862380981445,71.04019165039062,22.64168357849121,31.295059204101562,76.28568267822266,8.093287467956543,77.94037628173828,22.955881118774414,94.58733367919922,54.6257438659668,56.72636795043945,142.72012329101562,55.11103439331055,35.43976974487305,77.88296508789062,18.3476619720459,17.38125991821289,197.20681762695312,93.1910629272461,41.550148010253906,45.9935188293457,26.438947677612305,19.771020889282227,126.06147003173828,48.40647506713867,78.9208984375,12.905710220336914,12.183333396911621,28.705114364624023,50.78239059448242,18.723182678222656,32.534305572509766,65.45429992675781,18.990497589111328,59.2888069152832,35.968666076660156,92.2269058227539,125.42153930664062,72.20025634765625,83.54072570800781,138.68385314941406,42.416160583496094,55.017696380615234,80.5543441772461,56.47922134399414,38.79130172729492,69.1656494140625,57.39933395385742,82.53372955322266,50.875118255615234,53.806663513183594,28.672985076904297,123.88697052001953,53.519351959228516,82.0657730102539,38.59825134277344,85.24671173095703,86.46240997314453,28.099374771118164,60.11077117919922,29.641185760498047,58.985870361328125,116.0199966430664,69.12702178955078,36.89297103881836,37.665767669677734,25.182941436767578,55.40342712402344
2015-01-14,46.81614303588867,40.05097579956055,35.4471321105957,72.70429992675781,42.48356628417969,33.87431716918945,21.959991455078125,111.3734359741211,73.22061157226562,11.777002334594727,52.92536163330078,120.40643310546875,114.03330993652344,32.42482376098633,90.12742614746094,40.56510925292969,259.9488220214844,42.76483917236328,88.48538208007812,60.297420501708984,89.00756072998047,38.391300201416016,97.03804779052734,52.293216705322266,104.9093017578125,25.47400665283203,62.36042022705078,111.96659851074219,19.750137329101562,9.38896656036377,70.03971099853516,63.586219787597656,46.878387451171875,70.74292755126953,33.762577056884766,85.15055084228516,67.37000274658203,45.472721099853516,39.34685516357422,48.85603713989258,44.25823211669922,155.3521270751953,49.0893669128418,8.196301460266113,8.290485382080078,50.53785705566406,35.89500045776367,39.590370178222656,107.1455307006836,68.1239013671875,17.331052780151367,26.362417221069336,68.09611511230469,143.57643127441406,30.76803207397461,35.89393615722656,78.17864227294922,73.2506103515625,27.88878631591797,70.89506530761719,22.16858673095703,30.934185028076172,75.73221588134766,7.914855480194092,78.04109954833984,23.141143798828125,93.68110656738281,54.617767333984375,57.03708267211914,141.89767456054688,54.72931671142578,34.52925491333008,77.79906463623047,18.12526512145996,17.792369842529297,196.17788696289062,92.73849487304688,41.850807189941406,45.797149658203125,25.83722496032715,19.893207550048828,126.15276336669922,48.25617599487305,78.59429168701172,12.844255447387695,12.163999557495117,28.43721580505371,51.80685043334961,18.746265411376953,31.73869514465332,65.22954559326172,18.653688430786133,58.22258377075195,36.140201568603516,92.21879577636719,124.5792465209961,71.04708099365234,83.8525619506836,137.94769287109375,41.41902542114258,54.62309646606445,80.57830047607422,56.922176361083984,38.69544982910156,69.2544174194336,56.42218780517578,81.68402862548828,51.102603912353516,52.65896224975586,28.275943756103516,121.82120513916016,52.688140869140625,80.82730102539062,38.539756774902344,85.46173858642578,86.0989990234375,27.59212303161621,58.907535552978516,28.93804359436035,59.237674713134766,114.4000015258789,68.74153137207031,37.33250427246094,37.22990417480469,25.405860900878906,55.24336242675781
2015-01-15,46.81614303588867,39.54170227050781,35.18296813964844,72.20475006103516,41.86429977416992,33.70297622680664,21.887483596801758,109.04779815673828,72.48285675048828,11.66024112701416,52.92536163330078,120.84894561767578,113.82341003417969,32.31180953979492,90.0378189086914,39.09944152832031,257.4677429199219,41.86811828613281,88.68175506591797,59.488094329833984,88.98326110839844,38.12961196899414,96.51419067382812,52.193885803222656,104.26102447509766,25.62272834777832,62.5229377746582,111.96659851074219,19.389371871948242,9.517314910888672,69.92459106445312,62.83347702026367,47.31986999511719,71.33189392089844,33.35995101928711,85.25899505615234,66.41000366210938,45.34710693359375,38.91639709472656,48.17958450317383,44.51329803466797,156.61314392089844,48.95947265625,8.06069278717041,8.117035865783691,50.60285568237305,35.86000061035156,39.059539794921875,107.42637634277344,66.84735107421875,17.15961265563965,25.69375228881836,67.95321655273438,142.1903076171875,29.9575138092041,35.72890853881836,76.93709564208984,72.07788848876953,27.766023635864258,70.38346862792969,21.792543411254883,30.78261947631836,74.63267517089844,7.749163627624512,78.04109954833984,22.888519287109375,93.81991577148438,53.73168182373047,57.02072525024414,141.26620483398438,53.88471984863281,34.056495666503906,76.67109680175781,17.613758087158203,17.574954986572266,194.12908935546875,92.63406372070312,41.34304428100586,45.58441162109375,25.374921798706055,19.817302703857422,126.3185806274414,47.4211540222168,79.19304656982422,12.765242576599121,11.997332572937012,27.826751708984375,51.77091979980469,18.70009422302246,31.206106185913086,65.1353530883789,18.825681686401367,57.815696716308594,35.946529388427734,91.90594482421875,121.37842559814453,70.66556549072266,83.79662322998047,135.9348907470703,40.7527961730957,54.62309646606445,80.98831939697266,55.64415740966797,37.311546325683594,67.87806701660156,56.20941162109375,80.15108489990234,50.65575408935547,53.60831069946289,27.870351791381836,119.82303619384766,52.2113151550293,81.17002868652344,38.305782318115234,86.3963394165039,85.66605377197266,27.325145721435547,58.34740447998047,28.428447723388672,59.86484146118164,112.79000091552734,66.16931915283203,37.806358337402344,36.844905853271484,25.628780364990234,54.76320266723633
