Date,A,AAP,AAPL,ABBV,ABT,ACN,ADBE,ADI,ADP,AEE,AEP,AFL,AJG,ALK,ALL,AMAT,AMCR,AME,AMGN,AMP,AMT,AMZN,AON,AOS,AVB,AVGO,AWK,AZO,BAC,BALL,BKR,BLK,BRK-B,BSX,CAT,CB,CCI,CCL,CDNS,CDW,CE,CI,CME,CMI,COR,COST,CPRT,CRM,CSCO,CSX,CTAS,CTVA,CVS,CVX,D,DAL,DD,DE,DHI,DHR,DOW,DTE,ECL,EG,EL,ELV,EMN,EOG,EQIX,EQR,ESS,ETN,EXPE,FDX,GD,GL,GOOG,GRMN,GWW,HAL,HCA,HD,HIG,HLT,HPQ,ICE,ILMN,INTU,IP,ISRG,JNJ,JPM,KLAC,L,LEN,LH,LHX,LIN,LMT,LNT,LOW,LRCX,MA,MAR,MAS,MCK,MCO,MDT,MET,META,MPC,MRK,MRSH,MSCI,MSFT,MTD,MU,NFLX,NOC,ODFL,PAYX,PFE,PFG,PNC,PPG,PRU,QCOM,RCL,REG,RJF,ROK,ROST,RTX,SBAC,SCHW,SHW,SLB,SO,SPGI,STE,STX,SWK,SWKS,SYK,TEL,TFC,TJX,TMO,TROW,TRV,TT,TXN,UAL,UDR,UNP,UPS,V,WAB,WAT,WDC,WFC,WHR,WM,WMT,XOM,ZBRA
2020-01-02,82.05260467529297,139.2914581298828,72.33386993408203,68.21074676513672,76.78109741210938,188.62803649902344,334.42999267578125,107.4972152709961,147.53622436523438,63.15229034423828,74.2279281616211,45.727542877197266,88.47909545898438,67.78558349609375,96.6407470703125,58.6265754699707,40.22233200073242,96.52649688720703,196.74807739257812,151.60939025878906,189.9097442626953,94.90049743652344,198.78175354003906,42.311767578125,164.6807403564453,27.633752822875977,105.81779479980469,1189.739990234375,30.42945098876953,59.16059494018555,21.454816818237305,435.30682373046875,228.38999938964844,45.33000183105469,132.06784057617188,140.90252685546875,141.67999267578125,50.17735290527344,71.44000244140625,132.3416748046875,108.35924530029297,185.34922790527344,157.12799072265625,153.42874145507812,71.57756042480469,265.748291015625,23.3700008392334,164.150146484375,40.104183197021484,22.367523193359375,63.6725959777832,26.562650680541992,60.100093841552734,91.18257141113281,61.82331466674805,56.597412109375,70.2325210571289,161.99244689941406,49.13338851928711,133.40541076660156,37.65618133544922,88.01272583007812,177.46505737304688,242.6910858154297,189.32656860351562,274.58123779296875,61.968406677246094,62.58073425292969,512.9213256835938,61.86368942260742,236.37904357910156,85.53460693359375,109.21451568603516,110.98052978515625,152.98861694335938,99.82174682617188,67.77098083496094,85.28857421875,319.0939636230469,21.914682388305664,139.9712677001953,187.32260131835938,52.87632751464844,109.79842376708984,16.44163703918457,85.2323226928711,318.0933837890625,253.61280822753906,32.13410949707031,199.086669921875,121.93698120117188,117.89920043945312,16.948516845703125,51.588462829589844,49.00714874267578,136.72955322265625,179.03634643554688,192.13046264648438,335.4134216308594,43.653663635253906,106.30435180664062,27.69622039794922,291.9067687988281,144.9468994140625,43.2043571472168,132.9635009765625,228.88418579101562,94.72618103027344,41.583213806152344,207.953857421875,50.89788055419922,71.57862854003906,101.24418640136719,248.79428100585938,151.82952880859375,805.0599975585938,55.38999938964844,32.98099899291992,319.71148681640625,62.11532974243164,69.85633087158203,27.04836082458496,43.51985168457031,125.58184814453125,115.6329574584961,68.16497802734375,76.86711883544922,129.6575927734375,46.994056701660156,54.853023529052734,183.91285705566406,109.70109558105469,82.91646575927734,218.4676513671875,44.062381744384766,179.85850524902344,34.489070892333984,48.878238677978516,248.91099548339844,143.0608367919922,48.635643005371094,136.8865203857422,103.20075988769531,196.36241149902344,86.87702178955078,42.06655502319336,56.734657287597656,320.6996154785156,94.91874694824219,120.10905456542969,95.56610107421875,107.93943786621094,89.73999786376953,35.70972442626953,157.90953063964844,89.18070220947266,182.43106079101562,77.9236831665039,235.05999755859375,48.734954833984375,45.566654205322266,110.41297149658203,102.73847961425781,36.28995132446289,52.947025299072266,259.1400146484375
2020-01-03,80.73519134521484,139.30023193359375,71.6306381225586,67.56326293945312,75.84510803222656,188.31390380859375,331.80999755859375,105.60488891601562,147.22438049316406,63.17718505859375,74.14851379394531,45.41041564941406,88.2938232421875,66.54263305664062,96.64933013916016,57.69346618652344,39.69259262084961,96.66053009033203,195.41238403320312,149.7191162109375,190.0010986328125,93.74849700927734,198.0010986328125,41.93974685668945,166.26206970214844,26.930891036987305,106.50447845458984,1187.97998046875,29.797651290893555,59.984840393066406,21.479949951171875,430.6799011230469,226.17999267578125,44.97999954223633,130.23423767089844,140.68572998046875,142.4600067138672,48.788700103759766,70.41999816894531,130.7504119873047,106.88682556152344,183.7574920654297,159.22976684570312,151.28115844726562,70.67735290527344,265.9671630859375,23.165000915527344,163.34405517578125,39.44986343383789,22.27584457397461,63.38572692871094,26.248411178588867,59.62194061279297,90.86719512939453,61.67246627807617,55.6579475402832,68.75045776367188,160.79258728027344,49.49790954589844,132.5797119140625,36.72441101074219,88.22472381591797,176.6161651611328,241.8971710205078,187.8946990966797,270.9398193359375,59.825862884521484,63.21293258666992,518.0298461914062,62.66249084472656,238.69302368164062,84.90118408203125,107.39392852783203,109.60667419433594,154.4890899658203,98.63021087646484,67.43842315673828,84.74217987060547,315.3449401855469,21.985715866088867,140.3982696533203,186.7000732421875,52.60737609863281,108.36006164550781,16.23601531982422,87.07179260253906,313.939697265625,251.9167938232422,31.569368362426758,197.77999877929688,120.52521514892578,116.34333801269531,16.624530792236328,51.39363098144531,49.586700439453125,136.52540588378906,185.3415069580078,187.13441467285156,347.4820861816406,43.792030334472656,105.54542541503906,27.398696899414062,289.05877685546875,142.8227996826172,42.87318801879883,131.07484436035156,228.31605529785156,94.16387939453125,41.1562614440918,206.85350036621094,47.872459411621094,70.96426391601562,101.09059143066406,243.83807373046875,149.9390106201172,789.5399780273438,54.529998779296875,32.59000015258789,337.0677490234375,61.37458038330078,69.61829376220703,26.90323829650879,42.8795166015625,124.37594604492188,113.95469665527344,67.02935791015625,75.41973876953125,128.5406036376953,47.55024337768555,53.91040802001953,181.22982788085938,109.7292709350586,83.03018188476562,220.4431610107422,42.947811126708984,177.5310821533203,34.82392501831055,48.83141326904297,248.07781982421875,142.05177307128906,47.35744094848633,136.15325927734375,100.63919067382812,195.55995178222656,85.85081481933594,41.71767807006836,56.31167984008789,317.21124267578125,94.6078109741211,119.68109130859375,94.7125015258789,106.5065689086914,87.9000015258789,35.99620819091797,156.79196166992188,89.12723541259766,180.98016357421875,77.32687377929688,231.00999450683594,47.984840393066406,45.286903381347656,108.53121185302734,103.73693084716797,35.969581604003906,52.521366119384766,256.04998779296875
2020-01-06,80.973876953125,137.01087951660156,72.20140075683594,68.09648132324219,76.2424545288086,187.0841827392578,333.7099914550781,104.3641357421875,147.4235382080078,63.23529815673828,74.39471435546875,45.28184509277344,88.70143127441406,66.22443389892578,96.9320068359375,56.44929122924805,39.42771530151367,96.76587677001953,196.91192626953125,150.2118682861328,189.95130920410156,95.14399719238281,198.5723114013672,42.20547103881836,166.5402069091797,26.890609741210938,106.30200958251953,1165.7099609375,29.754947662353516,59.42918395996094,21.37942123413086,431.047607421875,226.99000549316406,45.349998474121094,130.14645385742188,141.8417205810547,141.25999450683594,47.312034606933594,70.8499984741211,129.76626586914062,105.70893859863281,187.1399688720703,159.8836669921875,148.9881134033203,71.7121353149414,266.04010009765625,23.372499465942383,170.50025939941406,39.59066390991211,22.159706115722656,63.550289154052734,26.211441040039062,59.85698318481445,90.55929565429688,62.147674560546875,55.274505615234375,68.2638168334961,161.94668579101562,49.91848373413086,132.975341796875,36.57728576660156,88.2042236328125,175.1142120361328,241.32998657226562,190.33627319335938,274.19793701171875,59.47926330566406,65.77891540527344,517.4630737304688,62.84086608886719,237.74203491210938,85.06175231933594,107.01014709472656,109.69256591796875,156.1267547607422,98.1101303100586,69.10124206542969,84.72483825683594,312.41058349609375,22.54512596130371,140.92974853515625,187.5784454345703,52.46856689453125,107.79850006103516,16.299285888671875,87.0993881225586,316.6634216308594,253.85113525390625,31.025794982910156,198.586669921875,120.37484741210938,116.25082397460938,16.250410079956055,50.73124694824219,50.97410202026367,138.3133544921875,186.44223022460938,186.34120178222656,346.9530944824219,43.7513313293457,106.20726776123047,26.887331008911133,289.8285217285156,140.9761199951172,42.54201126098633,132.4553985595703,229.02622985839844,94.9990234375,41.043487548828125,210.7493133544922,47.86424255371094,71.26757049560547,101.1176986694336,245.05368041992188,150.3266143798828,793.72998046875,53.56999969482422,33.58300018310547,337.8048095703125,60.88937759399414,69.61009216308594,26.86868667602539,42.94979476928711,124.1253662109375,113.42747497558594,67.1946792602539,74.97775268554688,126.74957275390625,47.67214584350586,53.6928825378418,182.66970825195312,110.26447296142578,83.2088623046875,220.6444091796875,43.24928283691406,177.20394897460938,35.04714584350586,49.026546478271484,249.98602294921875,142.98544311523438,46.794715881347656,135.66445922851562,98.86643981933594,198.01390075683594,85.2566909790039,41.368797302246094,56.6702880859375,319.4909362792969,95.19178009033203,119.81205749511719,93.88738250732422,105.76516723632812,87.69999694824219,35.91877365112305,155.4490966796875,88.73015594482422,180.58885192871094,77.00922393798828,228.8800048828125,47.06391525268555,45.0156135559082,109.55017852783203,104.27658081054688,35.896358489990234,52.92464065551758,258.010009765625
2020-01-07,81.22208404541016,135.38563537597656,71.86185455322266,67.70799255371094,75.8185806274414,183.04505920410156,333.3900146484375,106.73851776123047,145.63917541503906,63.46781921386719,74.41061401367188,44.85329055786133,87.74723815917969,65.80680847167969,96.10111236572266,58.07990264892578,39.087181091308594,97.32128143310547,195.06002807617188,148.40216064453125,185.9037628173828,95.34300231933594,196.88719177246094,41.92204284667969,162.91668701171875,26.798032760620117,105.64173889160156,1145.3800048828125,29.558578491210938,59.1976432800293,21.01918601989746,433.8016357421875,225.9199981689453,45.400001525878906,128.42686462402344,139.00596618652344,138.8699951171875,47.45872116088867,71.06999969482422,129.6190643310547,105.29843139648438,188.0534210205078,159.57228088378906,149.0992889404297,71.19895935058594,265.6207275390625,23.342500686645508,173.00689697265625,39.33391189575195,22.30946159362793,63.50327682495117,26.31310272216797,59.63003921508789,89.40291595458984,62.011898040771484,55.22657012939453,67.21310424804688,159.134765625,49.731563568115234,134.2826385498047,36.56327438354492,87.91015625,174.89028930664062,239.2185516357422,189.13385009765625,273.36737060546875,59.06178665161133,66.4111099243164,515.1613159179688,61.91024398803711,234.83370971679688,84.61566162109375,108.269775390625,110.76586151123047,154.35189819335938,98.01559448242188,69.05813598632812,84.59477233886719,312.73455810546875,21.905803680419922,140.73997497558594,186.3504180908203,52.000099182128906,106.68525695800781,16.338829040527344,86.8510513305664,320.7101135253906,253.90823364257812,30.694005966186523,194.26666259765625,121.10994720458984,114.27449798583984,16.379451751708984,50.497467041015625,50.175025939941406,138.10107421875,187.33163452148438,186.7423553466797,348.1204528808594,43.792030334472656,105.5718765258789,27.542814254760742,288.84710693359375,138.67977905273438,42.13923645019531,132.158203125,228.20242309570312,94.66829681396484,41.3173713684082,211.2052764892578,48.620601654052734,69.37000274658203,100.81049346923828,245.39039611816406,148.9559326171875,797.1599731445312,58.27000045776367,33.07500076293945,337.0317687988281,61.064056396484375,69.22431945800781,26.77884864807129,43.223106384277344,123.14651489257812,112.54002380371094,67.122802734375,77.10980987548828,125.60368347167969,46.994056701660156,54.260868072509766,182.29409790039062,111.55088806152344,82.94355010986328,217.1689453125,43.50509262084961,176.24465942382812,34.866859436035156,48.878238677978516,251.72409057617188,142.43850708007812,47.35744094848633,134.58090209960938,99.80797576904297,195.58799743652344,87.02105712890625,41.19064712524414,56.63351058959961,321.299072265625,95.57095336914062,118.05644226074219,93.50325775146484,107.80615234375,86.7699966430664,35.477447509765625,154.2708740234375,88.57742309570312,180.11151123046875,76.98035430908203,231.97999572753906,50.250030517578125,44.642616271972656,109.58735656738281,104.34854888916016,35.56378173828125,52.49150466918945,256.4700012207031
2020-01-08,82.02397155761719,133.8302764892578,73.01783752441406,68.18788146972656,76.1276626586914,183.40411376953125,337.8699951171875,107.70252990722656,147.0078125,63.35986328125,74.18822479248047,44.990421295166016,87.86766815185547,66.125,96.36664581298828,58.04219436645508,39.23853302001953,97.54153442382812,195.20751953125,149.7369842529297,187.51612854003906,94.59850311279297,197.69647216796875,41.86004638671875,163.5920867919922,26.463743209838867,106.07310485839844,1147.489990234375,29.857402801513672,59.7070198059082,20.75110626220703,433.69891357421875,225.99000549316406,45.63999938964844,129.5674285888672,138.0576934814453,139.4499969482422,47.68364334106445,72.27999877929688,129.42593383789062,104.47748565673828,191.20077514648438,160.43638610839844,149.17636108398438,71.88883209228516,268.6657409667969,23.502500534057617,174.3142852783203,39.3587532043457,22.42558479309082,64.72835540771484,26.525680541992188,58.88447189331055,88.38167572021484,61.61966323852539,56.41526794433594,68.02044677734375,161.11317443847656,50.002601623535156,134.42027282714844,36.941585540771484,87.86227416992188,174.95559692382812,238.4943084716797,190.66673278808594,280.61370849609375,59.23509216308594,64.96077728271484,516.8612060546875,62.04206848144531,236.18887329101562,84.87439727783203,106.89205169677734,112.43307495117188,154.746337890625,97.96829223632812,69.60233306884766,84.12642669677734,316.0391845703125,21.355270385742188,141.67002868652344,189.13902282714844,52.27771759033203,107.59162139892578,16.552350997924805,86.08768463134766,323.11285400390625,260.0160827636719,31.054033279418945,193.92666625976562,121.09321594238281,115.16598510742188,16.400802612304688,50.507205963134766,50.57017517089844,141.92178344726562,186.06356811523438,189.07626342773438,345.2060852050781,43.889713287353516,107.24859619140625,27.889602661132812,293.9436950683594,140.3925018310547,42.47936248779297,134.7563018798828,232.5771484375,96.33026885986328,41.75238037109375,213.3464813232422,48.110877990722656,68.90338134765625,100.51232147216797,249.27130126953125,151.3285369873047,797.0700073242188,57.52000045776367,33.92599868774414,332.82537841796875,61.3519401550293,69.90557098388672,26.993080139160156,43.4105224609375,124.42295837402344,112.82999420166016,67.5540542602539,76.88445281982422,127.31767272949219,47.3750114440918,55.31829071044922,183.6803436279297,111.8795394897461,83.0680923461914,219.52857971191406,43.77003860473633,179.0501708984375,33.83656311035156,48.86262130737305,255.33447265625,142.35360717773438,47.72722625732422,135.22450256347656,101.39411163330078,196.5863494873047,87.92124938964844,41.27971649169922,56.936954498291016,321.8099365234375,96.48103332519531,119.32292938232422,93.35388946533203,108.09770965576172,87.30000305175781,35.52389144897461,155.96026611328125,89.08142852783203,183.19468688964844,75.66156768798828,226.35000610351562,50.97786331176758,44.778236389160156,111.11956787109375,104.41152954101562,35.441741943359375,51.69991683959961,247.63999938964844
2020-01-09,83.31277465820312,133.57687377929688,74.56879425048828,68.71346282958984,76.33075714111328,185.03773498535156,340.45001220703125,107.70252990722656,148.30714416503906,63.60066223144531,74.56151580810547,44.99898147583008,88.72920227050781,65.99573516845703,97.46307373046875,58.409793853759766,39.3520393371582,97.06272888183594,195.78932189941406,151.2869110107422,188.22256469726562,95.05249786376953,199.07693481445312,41.67402267456055,163.97354125976562,26.25116539001465,107.51687622070312,1145.3900146484375,29.90863609313965,61.79078674316406,20.977298736572266,438.83038330078125,228.64999389648438,45.709999084472656,129.2427978515625,139.03305053710938,140.25,48.113929748535156,73.36000061035156,130.58485412597656,105.17350006103516,190.6942901611328,162.28125,148.4661865234375,72.90679168701172,272.9780578613281,23.822500228881836,176.54568481445312,39.193115234375,22.53560447692871,65.68535614013672,26.553407669067383,59.04655075073242,88.239013671875,61.79316711425781,56.52071762084961,67.41216278076172,162.67025756835938,49.78763961791992,135.6071319580078,36.56327438354492,87.9853744506836,177.28781127929688,241.02462768554688,194.55865478515625,279.63720703125,59.36900329589844,65.63761138916016,521.4561157226562,62.36002731323242,237.31410217285156,84.92794036865234,108.01392364501953,113.09137725830078,155.71519470214844,98.96121215820312,70.3710708618164,84.47334289550781,317.66839599609375,21.47958755493164,139.90480041503906,192.0385284423828,52.590030670166016,107.47339630126953,16.797517776489258,86.8510513305664,325.48638916015625,262.45062255859375,31.13874053955078,195.26333618164062,121.45244598388672,115.58644104003906,16.291259765625,51.344940185546875,50.65798568725586,142.79534912109375,186.94418334960938,190.40736389160156,348.4816589355469,44.386234283447266,107.70750427246094,27.699934005737305,297.7973937988281,140.12457275390625,42.564632415771484,135.46572875976562,235.6356201171875,97.89307403564453,42.187381744384766,216.39967346191406,48.826133728027344,69.5099868774414,101.22613525390625,250.45884704589844,153.2191162109375,810.8599853515625,57.310001373291016,33.566001892089844,334.6859130859375,62.75902557373047,70.38162231445312,26.875595092773438,43.87126159667969,125.92643737792969,113.0496597290039,68.06436157226562,77.92450714111328,128.9546661376953,46.89500045776367,56.103797912597656,185.28118896484375,114.67770385742188,83.192626953125,220.59864807128906,43.952762603759766,177.9021759033203,34.22291946411133,49.377803802490234,259.4285583496094,143.13633728027344,48.60348129272461,134.63790893554688,101.48739624023438,197.46343994140625,88.01126098632812,41.70283889770508,57.59902572631836,323.8832702636719,97.28489685058594,120.20510864257812,92.84173583984375,109.40564727783203,87.94999694824219,35.61985778808594,155.1632080078125,89.28759002685547,184.46426391601562,75.52678680419922,228.8000030517578,50.963008880615234,44.701942443847656,111.83356475830078,104.45648956298828,35.80787658691406,52.095699310302734,246.5
2020-01-10,83.61827087402344,130.2040252685547,74.73736572265625,67.8375015258789,75.37706756591797,186.39306640625,339.80999755859375,105.83695983886719,148.2031707763672,63.949466705322266,74.92684936523438,44.63043212890625,88.41424560546875,65.51844024658203,97.18041229248047,57.93852233886719,39.54124069213867,96.48815155029297,195.24032592773438,151.5466766357422,191.82127380371094,94.15799713134766,198.0867919921875,42.17890167236328,165.64222717285156,25.647735595703125,107.89542388916016,1132.219970703125,29.661026000976562,61.374027252197266,20.826505661010742,438.0436706542969,226.6199951171875,45.66999816894531,128.20750427246094,136.35989379882812,142.39999389648438,47.77165603637695,73.02999877929688,130.94354248046875,104.41499328613281,190.17877197265625,159.6501007080078,146.6779327392578,73.22647857666016,270.9905090332031,23.827499389648438,177.13548278808594,39.03573989868164,22.419477462768555,65.5654296875,26.202194213867188,58.43873977661133,87.43553924560547,61.906280517578125,56.78912353515625,66.04069519042969,158.850830078125,50.25494384765625,135.9941864013672,36.07986831665039,88.1768569946289,176.25230407714844,239.79437255859375,194.2465057373047,280.8509826660156,58.9121208190918,64.16495513916016,525.8914794921875,63.01920700073242,239.64402770996094,84.74056243896484,108.92912292480469,112.07530975341797,153.91465759277344,98.58295440673828,70.8617172241211,83.69276428222656,315.9466857910156,21.381908416748047,140.58811950683594,191.21128845214844,51.84394836425781,106.99067687988281,16.908231735229492,86.68549346923828,326.39105224609375,262.78466796875,31.054033279418945,199.57333374023438,121.1767807006836,114.43431854248047,16.061031341552734,50.72150802612305,52.44054412841797,144.97512817382812,185.25338745117188,190.61703491210938,347.5577087402344,44.82578659057617,106.78089141845703,27.36616325378418,299.79168701171875,139.1103515625,42.43896484375,137.87208557128906,234.8591766357422,98.09979248046875,42.267948150634766,216.16177368164062,49.50850296020508,69.62664031982422,100.92794799804688,248.48568725585938,152.51016235351562,817.6900024414062,56.66999816894531,32.904998779296875,336.51055908203125,63.71324920654297,69.98765563964844,27.29023551940918,43.496421813964844,124.17237091064453,112.54883575439453,67.8559341430664,78.22785186767578,128.25173950195312,47.176902770996094,56.121925354003906,183.4209747314453,113.3537368774414,82.22346496582031,223.9186248779297,43.66954040527344,178.3614044189453,34.197166442871094,49.69001770019531,258.85516357421875,142.41017150878906,48.21760940551758,135.2407989501953,101.85211181640625,195.61593627929688,88.28131866455078,41.53952407836914,57.32315444946289,323.0185546875,96.66303253173828,118.36216735839844,93.31120300292969,108.29766082763672,87.30999755859375,35.9240837097168,154.1582489013672,88.47819519042969,184.96060180664062,74.78557586669922,230.8800048828125,50.45798110961914,44.506961822509766,111.32781982421875,104.51947021484375,35.50886917114258,51.6326904296875,246.27000427246094
2020-01-13,83.49415588378906,126.9272689819336,76.33406829833984,67.4261703491211,75.16513061523438,188.1254119873047,345.6300048828125,106.2743148803711,149.3032989501953,64.46430969238281,75.15719604492188,44.99898147583008,88.34940338134766,65.4985580444336,98.06269836425781,58.25897979736328,40.449363708496094,96.5551986694336,194.1422576904297,152.05735778808594,195.65272521972656,94.56500244140625,199.04837036132812,42.99378204345703,167.6844482421875,25.815738677978516,108.93423461914062,1128.3699951171875,29.93424415588379,62.5131721496582,20.44951820373535,447.3914489746094,228.4499969482422,45.470001220703125,128.8129119873047,136.2786102294922,143.2899932861328,48.27040100097656,73.38999938964844,131.8541717529297,105.4144515991211,184.05593872070312,158.91064453125,147.58493041992188,72.47772979736328,273.3882141113281,24.065000534057617,180.72340393066406,39.731468200683594,22.82593536376953,66.50833892822266,26.414775848388672,58.96552658081055,87.60073852539062,61.891212463378906,57.0287971496582,66.80384063720703,160.0507049560547,50.068023681640625,137.24131774902344,36.67536926269531,88.62135314941406,178.56591796875,240.7803192138672,195.94468688964844,270.81207275390625,60.01490020751953,63.60710906982422,526.7415161132812,63.810279846191406,242.1007080078125,84.63351440429688,108.83070373535156,113.97147369384766,155.30360412597656,98.431640625,71.33258819580078,84.63810729980469,318.8440856933594,21.08888816833496,139.65806579589844,190.46087646484375,51.61838150024414,107.67045593261719,16.971500396728516,87.40290832519531,314.3482360839844,263.5389404296875,31.3716983795166,201.0399932861328,121.71141052246094,115.38463592529297,16.25505256652832,50.75074005126953,53.16938400268555,146.31398010253906,187.21719360351562,193.09686279296875,351.9165954589844,45.24091339111328,106.82502746582031,27.640438079833984,303.6839294433594,140.45945739746094,42.86981964111328,137.71868896484375,238.13540649414062,97.57887268066406,42.35654830932617,219.97825622558594,49.015220642089844,69.61109161376953,101.19902801513672,254.34902954101562,154.34397888183594,822.5700073242188,57.45000076293945,33.891998291015625,338.7035827636719,64.89065551757812,70.80022430419922,27.234949111938477,43.76974868774414,124.85362243652344,113.54170989990234,68.33029174804688,78.84318542480469,128.17471313476562,47.32928466796875,56.70200729370117,184.75350952148438,112.64952087402344,82.32630920410156,228.69277954101562,43.87052917480469,180.8052215576172,33.6820068359375,50.37689971923828,263.60333251953125,142.90992736816406,49.029544830322266,134.67047119140625,105.60966491699219,193.0406951904297,88.14628601074219,41.73251724243164,57.488670349121094,326.25140380859375,99.37044525146484,119.0172119140625,93.43212127685547,108.2560043334961,86.88999938964844,36.3453483581543,155.8563232421875,89.15013885498047,186.44967651367188,75.5075454711914,228.82000732421875,51.341773986816406,44.17634201049805,113.6335220336914,105.83270263671875,35.3563232421875,52.12557601928711,248.5800018310547
2020-01-14,84.00012969970703,130.10789489746094,75.30331420898438,68.090087890625,76.03418731689453,186.45587158203125,344.6300048828125,106.69384765625,148.32443237304688,64.44770050048828,75.4351577758789,44.74185562133789,88.09000396728516,65.80680847167969,97.4802474975586,58.76796340942383,40.18449401855469,96.56478118896484,196.66615295410156,150.88377380371094,194.43931579589844,93.47200012207031,197.69647216796875,41.842323303222656,166.4845733642578,26.41574478149414,109.66493225097656,1136.5999755859375,30.156234741210938,61.63334274291992,20.122793197631836,443.2948303222656,227.1699981689453,42.65999984741211,128.6900634765625,136.15219116210938,141.9499969482422,49.10163497924805,72.61000061035156,132.41525268554688,105.70000457763672,185.57530212402344,158.45912170410156,147.50791931152344,74.732421875,273.27886962890625,24.084999084472656,179.02279663085938,39.5823860168457,22.8167724609375,66.19560241699219,26.47022819519043,59.8326416015625,87.33042907714844,61.81578063964844,58.90769577026367,66.5494613647461,159.07070922851562,50.74095916748047,138.80661010742188,36.59830093383789,89.07957458496094,177.2132568359375,239.63731384277344,197.99156188964844,270.9398193359375,60.28271484375,64.20956420898438,519.2515869140625,62.94167709350586,239.1844024658203,83.95543670654297,108.65357971191406,116.01078033447266,155.16644287109375,98.28034210205078,70.9187240600586,84.3779296875,314.9931945800781,21.257596969604492,140.36985778808594,190.00889587402344,51.84394836425781,107.47339630126953,16.924049377441406,86.2440185546875,308.4727478027344,260.3311462402344,31.35758399963379,200.89666748046875,122.3963851928711,116.73023223876953,16.475997924804688,50.68254089355469,54.117740631103516,147.2691650390625,187.37567138671875,191.4193572998047,349.49774169921875,45.27348327636719,105.96017456054688,27.963054656982422,299.28106689453125,140.79434204101562,42.69029998779297,144.4488067626953,236.1847686767578,96.77679443359375,42.04238510131836,217.1530303955078,49.19609069824219,69.93769836425781,100.75628662109375,249.37403869628906,153.25692749023438,830.6300048828125,57.52000045776367,33.86899948120117,336.76220703125,65.98722839355469,71.095703125,27.691057205200195,43.53547286987305,125.19815826416016,114.16556549072266,68.22966003417969,78.48783874511719,128.02061462402344,47.74072265625,56.76846694946289,181.46231079101562,111.70113372802734,82.05016326904297,227.42149353027344,43.58731460571289,180.6825408935547,33.9395866394043,50.67350387573242,259.9571838378906,143.73045349121094,48.8607177734375,135.77854919433594,104.61724853515625,194.03909301757812,90.30673217773438,41.836448669433594,57.67257308959961,327.01788330078125,98.38453674316406,119.35787963867188,93.09779357910156,108.85579681396484,87.8499984741211,36.22052764892578,156.63601684570312,89.5472183227539,187.13693237304688,75.59417724609375,232.0800018310547,51.40119171142578,41.79416275024414,113.96819305419922,106.20147705078125,35.447845458984375,51.677494049072266,248.07000732421875
2020-01-15,84.60157012939453,131.2525634765625,74.98063659667969,68.90840911865234,77.488525390625,186.7532196044922,342.94000244140625,104.89079284667969,149.69308471679688,64.9376220703125,76.72180938720703,44.82758331298828,88.75702667236328,66.21449279785156,97.874267578125,58.372093200683594,40.373687744140625,96.39241027832031,198.05917358398438,150.76724243164062,195.62779235839844,93.10099792480469,199.0102996826172,41.2843132019043,168.38377380371094,25.983736038208008,111.69853973388672,1134.2900390625,29.60126304626465,63.17071533203125,19.536359786987305,453.50665283203125,228.35000610351562,42.56999969482422,127.71621704101562,136.6307830810547,144.0500030517578,49.32655715942383,71.94000244140625,133.00396728515625,105.4769058227539,188.32473754882812,159.58786010742188,147.68759155273438,76.86931610107422,274.2545166015625,24.167499542236328,177.98085021972656,39.76459884643555,22.91762351989746,66.92922973632812,26.507198333740234,60.999629974365234,87.20277404785156,62.60027313232422,59.07067108154297,67.62232208251953,158.3837127685547,51.34846878051758,138.29920959472656,36.61931610107422,90.26264190673828,178.60324096679688,240.41387939453125,200.5526123046875,275.2017822265625,60.02276611328125,64.5145034790039,519.0213623046875,63.647403717041016,239.98480224609375,83.77700805664062,108.97832489013672,113.87844848632812,155.71519470214844,98.0817642211914,71.33109283447266,84.29119110107422,314.0583190917969,20.92905044555664,139.7434844970703,191.5268096923828,51.705135345458984,108.00540161132812,16.939865112304688,88.08349609375,311.6634216308594,260.63671875,31.4140567779541,199.0800018310547,122.80574798583984,114.98094940185547,16.516843795776367,50.341617584228516,55.13633346557617,145.50575256347656,187.71031188964844,192.76864624023438,353.5375061035156,45.79441833496094,105.47480773925781,27.738059997558594,302.7590026855469,140.93788146972656,43.09423065185547,147.6700897216797,239.5935821533203,97.01661682128906,41.768489837646484,219.224853515625,47.790252685546875,71.1897964477539,101.38874816894531,252.24496459960938,154.24949645996094,818.3900146484375,56.16999816894531,33.90700149536133,341.78662109375,66.65679168701172,71.71126556396484,28.10569190979004,43.1137809753418,120.65631866455078,114.87732696533203,67.79122924804688,77.71648406982422,127.70285034179688,48.03785705566406,56.538856506347656,180.86309814453125,110.5837631225586,82.27759552001953,228.18975830078125,43.04829788208008,183.85609436035156,32.90929412841797,51.18867492675781,263.72882080078125,143.88134765625,48.643672943115234,136.1206817626953,102.14049530029297,192.91009521484375,88.97444915771484,40.92340850830078,56.826622009277344,329.376220703125,98.70305633544922,120.1614761352539,93.4036865234375,107.60621643066406,88.29000091552734,36.56377410888672,156.63601684570312,90.05119323730469,190.71641540527344,75.47867584228516,234.36000061035156,49.514774322509766,40.96336364746094,114.48881530761719,106.33641815185547,35.173255920410156,51.59534454345703,247.8000030517578
