Date,A,ADSK,AEP,ALL,AMAT,AME,AMGN,AMP,AMT,AON,APD,APH,AVGO,AXON,AXP,BKNG,BKR,BRK-B,CAH,CAT,CCI,CCL,CL,CMS,CSCO,CSX,CTAS,CVS,CVX,DECK,DHR,DOV,EIX,EL,ELV,EQR,FAST,GE,GM,GOOG,HCA,HD,HIG,ICE,JPM,KDP,KLAC,KO,LEN,LHX,LIN,MA,MAA,MCK,MDT,MLM,MMM,MS,MSFT,NVR,ORLY,OTIS,PEP,PFE,PFG,PG,PH,PPL,PSX,PTC,QCOM,REGN,RL,ROK,RSG,RTX,SLB,SNPS,SPGI,SRE,STT,STX,T,TEL,TFC,TJX,TMUS,TT,UNP,UPS,USB,V,VMC,VZ,WAB,WEC,WSM,XOM,ZTS
2025-01-02,131.80960083007812,293.32000732421875,87.51130676269531,186.32550048828125,161.84259033203125,176.59201049804688,247.5093536376953,519.81689453125,171.52462768554688,351.9208679199219,272.52105712890625,68.24488830566406,229.05873107910156,596.489990234375,292.8649597167969,194.62416076660156,40.402130126953125,451.1000061035156,116.0222396850586,352.918701171875,82.87142944335938,24.743371963500977,87.33140563964844,63.5800666809082,56.786293029785156,31.452585220336914,179.70889282226562,41.69452667236328,137.59178161621094,204.5399932861328,227.4177703857422,182.71151733398438,72.73147583007812,72.19132995605469,355.24090576171875,65.72865295410156,34.44028854370117,167.1824951171875,50.61366653442383,189.6429443359375,294.5042724609375,373.6907653808594,106.26854705810547,146.64723205566406,231.73414611816406,30.087474822998047,62.9601936340332,59.274898529052734,125.90435028076172,201.93801879882812,406.01531982421875,516.8804931640625,141.29592895507812,562.733642578125,76.44755554199219,506.28118896484375,126.07596588134766,120.07046508789062,413.6726379394531,7989.89013671875,79.1806640625,89.65965270996094,141.66856384277344,24.009389877319336,73.24955749511719,159.36758422851562,620.878173828125,30.690963745117188,108.5838623046875,183.00999450683594,148.7679443359375,709.3314208984375,227.4874725341797,274.5706787109375,196.8717498779297,113.03883361816406,36.810394287109375,482.75,463.18145751953125,83.18952178955078,94.00384521484375,84.53765106201172,21.091814041137695,137.99053955078125,40.449913024902344,118.9397201538086,213.96224975585938,369.42047119140625,221.4661865234375,112.41449737548828,44.983909606933594,310.895751953125,252.70579528808594,35.81977462768555,187.56288146972656,89.36988067626953,182.82005310058594,102.13241577148438,159.10305786132812
2025-01-03,134.0421600341797,294.05999755859375,87.61600494384766,185.8401641845703,167.95602416992188,177.8199462890625,249.361328125,525.5843505859375,172.97430419921875,350.92950439453125,273.1174621582031,69.32279968261719,229.62156677246094,601.0599975585938,298.12750244140625,193.77699279785156,41.47147750854492,453.55999755859375,117.28058624267578,356.8621826171875,83.54918670654297,24.120086669921875,86.94563293457031,63.65651321411133,56.94107437133789,31.628625869750977,183.4197235107422,43.156009674072266,138.66091918945312,207.25,232.3954315185547,185.0637969970703,72.54058074951172,70.41533660888672,360.80511474609375,66.50723266601562,34.721195220947266,170.52439880371094,51.00777816772461,192.12998962402344,293.4657287597656,374.3833923339844,106.71685791015625,147.1382293701172,234.90118408203125,30.097017288208008,64.97671508789062,59.18863296508789,127.31920623779297,204.26551818847656,405.3584899902344,515.8513793945312,143.6961212158203,573.8946533203125,77.14321899414062,512.33984375,126.24121856689453,121.18668365478516,418.3867492675781,8070.60009765625,80.28133392333984,90.29147338867188,141.140380859375,23.991344451904297,73.74174499511719,158.5514678955078,628.9261474609375,30.77680206298828,110.17829895019531,184.5399932861328,152.82505798339844,712.2672119140625,230.365966796875,276.427978515625,197.80648803710938,112.90242767333984,36.992523193359375,493.7099914550781,466.9859924316406,83.70509338378906,93.73512268066406,87.23847198486328,20.943998336791992,139.71737670898438,41.168731689453125,118.52738189697266,213.55288696289062,376.6044921875,223.7666778564453,112.34190368652344,45.9238166809082,311.4000549316406,254.24827575683594,35.864315032958984,189.03182983398438,89.1797103881836,187.8401641845703,102.6558837890625,159.78793334960938
2025-01-06,134.77317810058594,292.510009765625,85.96932983398438,180.46250915527344,175.28419494628906,177.6812744140625,246.85069274902344,520.6505737304688,170.79505920410156,345.46697998046875,272.47296142578125,70.34137725830078,233.4329376220703,570.7100219726562,296.9471740722656,194.0116729736328,41.63674545288086,451.4100036621094,117.60499572753906,357.26434326171875,82.20297241210938,23.872753143310547,84.42839813232422,62.519290924072266,56.8540153503418,31.296106338500977,182.67953491210938,43.203155517578125,138.10757446289062,208.47000122070312,235.72044372558594,185.0637969970703,71.30429077148438,71.79125213623047,368.6609191894531,64.15274810791016,34.856807708740234,171.01028442382812,52.74187088012695,196.9349822998047,293.683349609375,374.566162109375,105.88845825195312,143.93702697753906,233.7559356689453,29.658061981201172,68.2690200805664,58.28762435913086,126.5508804321289,198.9482879638672,404.7801208496094,506.52105712890625,138.79380798339844,576.8663330078125,76.08541870117188,513.0341186523438,126.64946746826172,123.78477478027344,422.833984375,7988.669921875,80.697998046875,89.70825958251953,137.95260620117188,24.26202392578125,73.65655517578125,154.20191955566406,632.2005615234375,30.261783599853516,109.3051528930664,184.8300018310547,154.78102111816406,710.3925170898438,238.68698120117188,275.1278381347656,197.7179412841797,111.1777572631836,37.155487060546875,501.05999755859375,461.9569091796875,80.68801879882812,94.4645004272461,87.19933319091797,20.87932586669922,140.73777770996094,41.168731689453125,118.67463684082031,206.9935760498047,378.9860534667969,222.3264617919922,112.72306060791016,45.801631927490234,309.5509033203125,254.49549865722656,35.28528594970703,190.79861450195312,87.59180450439453,195.2679901123047,102.54167175292969,162.3220977783203
2025-01-07,135.74127197265625,290.82000732421875,86.11210632324219,180.58868408203125,175.62002563476562,176.94850158691406,250.1631622314453,518.70849609375,167.86732482910156,345.43719482421875,275.4454650878906,70.667724609375,225.7607879638672,562.030029296875,297.0848083496094,189.51918029785156,42.19086456298828,452.9200134277344,119.34503936767578,356.0871887207031,81.20025634765625,23.585844039916992,84.28372955322266,62.79643249511719,57.00879669189453,31.4819278717041,186.252197265625,43.16543197631836,140.29275512695312,205.10000610351562,236.61106872558594,185.0146026611328,71.09114074707031,72.37673950195312,369.72906494140625,63.27098083496094,35.02147674560547,170.8714599609375,51.21469497680664,195.6914520263672,304.8502502441406,369.6216125488281,106.24905395507812,143.79954528808594,236.00759887695312,29.27635955810547,68.17012023925781,58.31637954711914,124.75184631347656,197.6920166015625,406.7799377441406,505.9966735839844,137.3944549560547,581.6467895507812,76.11400604248047,504.3871765136719,129.06019592285156,122.0912094116211,417.418212890625,7897.0,79.98133087158203,89.54301452636719,137.13204956054688,24.478567123413086,74.11087799072266,154.87405395507812,626.509765625,30.51929473876953,109.32413482666016,183.08999633789062,155.42979431152344,724.3175659179688,238.25473022460938,274.981201171875,199.78414916992188,111.85982513427734,37.740238189697266,487.6199951171875,459.3020935058594,80.4206771850586,93.7831039428711,87.67882537841797,20.509780883789062,141.05177307128906,41.04737091064453,117.94815063476562,206.95460510253906,375.4681091308594,222.8387451171875,113.4218521118164,45.7734375,308.1961975097656,249.156005859375,34.67061996459961,187.73159790039062,88.60919952392578,190.4428253173828,103.50293731689453,159.96409606933594
2025-01-08,135.33624267578125,296.3699951171875,87.8158950805664,186.1798858642578,174.80029296875,176.71083068847656,252.21554565429688,524.691650390625,169.78123474121094,349.4126892089844,274.4065246582031,71.03362274169922,226.42234802246094,577.3400268554688,297.9013366699219,192.53500366210938,42.2297477722168,451.8399963378906,120.45590209960938,354.1939697265625,81.23739624023438,23.92222023010254,84.35124206542969,63.360267639160156,57.269996643066406,31.49170684814453,190.13079833984375,43.382301330566406,140.95864868164062,207.52000427246094,235.61158752441406,184.26657104492188,63.8515739440918,71.87907409667969,372.14697265625,63.33664321899414,35.326602935791016,171.4466094970703,50.249114990234375,194.37828063964844,307.8570861816406,372.47869873046875,106.63888549804688,143.9272003173828,235.9687957763672,29.696231842041016,67.86354064941406,59.15029525756836,125.12664794921875,201.7335205078125,411.7403259277344,510.94384765625,138.3953094482422,586.635986328125,78.7918701171875,512.9151611328125,130.77098083496094,123.03421783447266,419.58251953125,8005.9501953125,80.3826675415039,89.22223663330078,138.2072296142578,24.234956741333008,74.13927459716797,155.64215087890625,632.6937255859375,30.681425094604492,110.33016967773438,184.36000061035156,154.0354461669922,727.5806274414062,238.77542114257812,273.2705993652344,203.63128662109375,112.9511489868164,37.20341873168945,502.0,463.5179443359375,79.0744400024414,93.7927017211914,86.78834533691406,20.491300582885742,140.99290466308594,41.02870178222656,119.43060302734375,210.053955078125,381.5355529785156,224.07598876953125,115.0372314453125,45.604248046875,309.1158142089844,252.4190216064453,34.68843460083008,189.84576416015625,90.09252166748047,189.68252563476562,101.770751953125,161.46109008789062
2025-01-10,135.800537109375,284.9599914550781,89.00567626953125,175.6866455078125,169.5263214111328,174.43325805664062,250.32545471191406,505.6139831542969,164.35211181640625,346.49798583984375,281.9388732910156,69.42169189453125,221.48532104492188,570.0,288.50732421875,187.2845916748047,42.05475997924805,442.6600036621094,119.51216125488281,344.315673828125,78.29429626464844,24.011260986328125,83.29033660888672,62.20391845703125,56.82499694824219,31.08094596862793,186.82460021972656,45.26807403564453,143.6221160888672,207.5,232.623046875,180.7430419921875,59.71730041503906,71.67414093017578,370.1175231933594,62.83010482788086,34.692138671875,170.2566375732422,49.11604690551758,192.16978454589844,299.5190124511719,375.06640625,103.6079330444336,140.22518920898438,232.80477905273438,28.99008560180664,67.55300903320312,58.53683853149414,121.39739227294922,202.83396911621094,405.9957275390625,500.0737609863281,137.32962036132812,578.168212890625,76.86686706542969,504.44671630859375,127.54377746582031,118.79066467285156,414.0382995605469,7845.22021484375,79.83999633789062,88.23077392578125,134.52899169921875,24.108642578125,72.25572967529297,152.24317932128906,621.3909912109375,30.261783599853516,108.12830352783203,182.3800048828125,152.0020294189453,691.17138671875,233.1658172607422,267.2491760253906,202.9720458984375,112.16189575195312,37.02128219604492,492.5400085449219,451.2350158691406,75.16941833496094,90.1265869140625,86.9644775390625,20.292959213256836,138.2554473876953,39.93646240234375,117.86959838867188,205.9409942626953,372.66168212890625,217.68679809570312,111.87905883789062,44.53275680541992,304.2802734375,248.8692626953125,34.278656005859375,187.46360778808594,88.8183822631836,192.00247192382812,101.39956665039062,159.79774475097656
2025-01-13,140.2261199951172,284.82000732421875,89.98605346679688,177.1912384033203,168.74610900878906,174.77984619140625,257.9241027832031,507.68365478515625,167.64939880371094,351.6234436035156,290.2696533203125,67.58231353759766,222.45298767089844,568.6799926757812,292.16650390625,188.24681091308594,43.58102798461914,443.9100036621094,118.81417846679688,355.5967102050781,79.59408569335938,23.635311126708984,84.00403594970703,62.10834503173828,56.844337463378906,31.188528060913086,188.1076202392578,48.57761764526367,145.69479370117188,204.58999633789062,237.38294982910156,183.80398559570312,52.615535736083984,73.18666076660156,385.0134582519531,64.92194366455078,35.30238723754883,170.1376495361328,49.19486999511719,191.2943115234375,304.820556640625,374.3833923339844,104.74819946289062,141.29551696777344,237.01698303222656,29.37178611755371,68.33724975585938,59.09278106689453,123.29012298583984,208.3264923095703,413.1323547363281,500.3115539550781,139.1830291748047,581.48779296875,77.9437255859375,508.8990783691406,130.83905029296875,119.3102798461914,412.2989807128906,7962.0,80.6760025024414,88.60987091064453,136.2832489013672,24.18082046508789,73.63762664794922,152.5120391845703,629.23193359375,30.214099884033203,110.07391357421875,182.4199981689453,152.1472625732422,711.0274047851562,232.34060668945312,269.33123779296875,203.88710021972656,114.72452545166016,38.20036697387695,487.42999267578125,451.113525390625,73.46036529541016,90.64485168457031,87.02320098876953,20.171329498291016,138.50074768066406,40.253868103027344,117.70269775390625,208.04620361328125,372.5233459472656,219.18502807617188,113.4490737915039,45.482059478759766,303.4991455078125,253.16061401367188,34.55970001220703,190.41151428222656,89.27479553222656,190.33560180664062,104.01689147949219,162.73306274414062
2025-01-14,141.68817138671875,286.8699951171875,89.947998046875,181.33612060546875,171.50157165527344,177.4040069580078,254.974365234375,516.58984375,169.41172790527344,359.5247497558594,296.2532043457031,69.49091339111328,221.8704071044922,579.7999877929688,295.45196533203125,188.8359832763672,43.8143424987793,450.0299987792969,121.9305191040039,364.4939880371094,80.46680450439453,24.248703002929688,84.55376434326172,62.653076171875,57.395755767822266,31.433025360107422,189.76564025878906,48.624759674072266,147.1484375,206.13999938964844,235.14646911621094,185.8216552734375,53.68125915527344,72.08399200439453,381.7798767089844,65.58795166015625,35.71405792236328,175.38348388671875,50.189998626708984,190.06072998046875,302.4566650390625,377.84649658203125,106.6096420288086,142.63099670410156,240.18093872070312,29.715316772460938,69.35293579101562,59.46660232543945,126.663330078125,209.2711639404297,418.87701416015625,504.3841247558594,140.27655029296875,590.0845947265625,81.24099731445312,513.341552734375,133.37611389160156,119.91651153564453,410.7967529296875,8143.64013671875,80.28866577148438,89.21250915527344,136.70765686035156,23.828935623168945,74.6219711303711,153.37619018554688,638.1280517578125,30.50021743774414,111.2982177734375,185.5,154.47116088867188,685.2106323242188,233.3524932861328,270.7486572265625,203.67062377929688,116.41022491455078,38.21953582763672,490.3599853515625,452.870849609375,74.57744598388672,91.59496307373047,89.27388000488281,20.395870208740234,140.2079620361328,40.99135971069336,117.06455993652344,208.7479248046875,378.1855773925781,221.717529296875,114.20231628417969,46.11180114746094,305.6449279785156,257.15533447265625,34.70475769042969,196.62490844726562,89.93087768554688,187.74269104003906,104.4261245727539,160.86424255371094
2025-01-15,140.50271606445312,290.94000244140625,90.53812408447266,182.52037048339844,176.17306518554688,178.30514526367188,256.7308044433594,526.9673461914062,170.8519287109375,358.0674133300781,295.2335205078125,70.16337585449219,225.1288604736328,580.0,307.2165222167969,190.8445281982422,44.44622802734375,458.510009765625,122.59899139404297,367.75079345703125,80.43895721435547,24.674118041992188,84.73701477050781,63.65651321411133,58.024566650390625,31.745986938476562,193.14093017578125,49.16221237182617,148.48956298828125,203.72999572753906,235.4928436279297,187.73104858398438,56.31800079345703,72.71827697753906,378.02191162109375,65.15645599365234,35.97075271606445,178.78480529785156,50.938812255859375,195.96002197265625,302.9115905761719,390.6504821777344,108.40289306640625,145.5670928955078,244.91722106933594,29.553091049194336,70.83541107177734,59.20780563354492,129.83973693847656,208.5407257080078,419.553466796875,517.5925903320312,139.9068145751953,579.8677368164062,81.38394927978516,526.83740234375,133.93020629882812,125.62268829345703,421.3119812011719,8259.080078125,80.26933288574219,89.66937255859375,136.54730224609375,23.657503128051758,75.795654296875,153.28973388671875,647.3102416992188,30.624204635620117,112.94010925292969,185.3699951171875,159.19639587402344,697.667724609375,232.55673217773438,269.898193359375,206.38623046875,116.03994750976562,38.95766830444336,507.19000244140625,464.1349182128906,78.69254302978516,95.75050354003906,92.31718444824219,20.49878692626953,140.7672119140625,42.37298583984375,116.93693542480469,208.7674102783203,380.99200439453125,223.14808654785156,115.68157958984375,47.84123229980469,312.7547302246094,265.184326171875,34.61409378051758,198.79856872558594,90.8722152709961,193.52313232421875,106.12976837158203,163.56471252441406
2025-01-16,142.96250915527344,290.0799865722656,92.15623474121094,185.5004119873047,184.1728515625,179.0973663330078,257.1985778808594,535.9716186523438,180.08999633789062,364.9377136230469,300.1973876953125,69.0854721069336,226.52110290527344,585.8400268554688,306.3902893066406,192.24180603027344,45.03923416137695,462.80999755859375,124.87973022460938,373.302978515625,84.16194915771484,24.782943725585938,85.41213989257812,65.00399780273438,57.869781494140625,32.24477005004883,195.460205078125,48.99248504638672,149.47430419921875,208.22000122070312,239.3819122314453,191.4120330810547,56.189388275146484,76.18244171142578,374.1085205078125,65.89749145507812,36.21291732788086,178.2394256591797,51.076751708984375,193.40338134765625,306.0668029785156,393.76727294921875,109.61136627197266,147.5211944580078,246.78067016601562,29.848913192749023,73.90222930908203,59.66789627075195,131.826171875,212.7672576904297,423.974609375,518.3755493164062,141.0020294189453,591.5357666015625,83.06118774414062,526.7779541015625,135.29107666015625,130.6841583251953,419.6022644042969,8355.8095703125,80.31466674804688,90.59278869628906,138.2072296142578,23.9011173248291,76.79893493652344,154.10589599609375,649.6181640625,31.63515281677246,113.53804016113281,186.97000122070312,156.31092834472656,687.5512084960938,233.5391387939453,274.63909912109375,208.51148986816406,117.37487030029297,39.389034271240234,515.8099975585938,472.2113952636719,80.1915283203125,96.44149780273438,93.03153991699219,20.601701736450195,140.9831085205078,41.990238189697266,119.16551208496094,210.2781219482422,384.2629089355469,227.04342651367188,117.92315673828125,45.143699645996094,313.7139587402344,266.15338134765625,34.7591552734375,197.8656005859375,93.55359649658203,194.1079864501953,105.94893646240234,165.71725463867188
